"","time","bbb_behavior","gpw_behavior","gwb_behavior","wwr_behavior","ybr_behavior","ygr_behavior","ywr_behavior","yyr_behavior","yyw_behavior"
"9429",9429,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Antennating Nestmate"
"9430",9430,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Antennating Nestmate"
"9431",9431,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Antennating Nestmate"
"9432",9432,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Antennating Nestmate"
"9433",9433,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Antennating Nestmate"
"9434",9434,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Antennating Nestmate"
"9435",9435,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Antennating Nestmate"
"9436",9436,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Antennating Nestmate"
"9437",9437,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Antennating Nestmate"
"9438",9438,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Exploring"
"9439",9439,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Trash Maintenance","Resting","Exploring"
"9440",9440,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9441",9441,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9442",9442,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9443",9443,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Exploring"
"9444",9444,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Exploring"
"9445",9445,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Exploring"
"9446",9446,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Exploring"
"9447",9447,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9448",9448,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9449",9449,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9450",9450,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Antennating Nestmate","Resting","Exploring"
"9451",9451,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Antennating Nestmate","Resting","Exploring"
"9452",9452,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Resting","Resting","Exploring"
"9453",9453,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Resting","Resting","Exploring"
"9454",9454,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Exploring","Resting","Resting","Exploring"
"9455",9455,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Exploring","Resting","Resting","Exploring"
"9456",9456,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Exploring","Resting","Resting","Exploring"
"9457",9457,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Exploring","Resting","Resting","Exploring"
"9458",9458,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Exploring","Food Processing","Resting","Exploring"
"9459",9459,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Exploring","Food Processing","Resting","Exploring"
"9460",9460,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Exploring"
"9461",9461,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Exploring"
"9462",9462,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Exploring"
"9463",9463,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Exploring"
"9464",9464,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Exploring"
"9465",9465,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Exploring"
"9466",9466,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Food Processing","Resting","Exploring"
"9467",9467,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9468",9468,"Brood Care","Brood Care","Food Processing","Food Processing","Resting","Resting","Exploring","Resting","Exploring"
"9469",9469,"Brood Care","Brood Care","Food Processing","Exploring","Resting","Resting","Exploring","Resting","Exploring"
"9470",9470,"Brood Care","Brood Care","Food Processing","Exploring","Resting","Resting","Exploring","Resting","Exploring"
"9471",9471,"Brood Care","Brood Care","Food Processing","Exploring","Resting","Resting","Exploring","Resting","Exploring"
"9472",9472,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Exploring","Resting","Exploring"
"9473",9473,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9474",9474,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9475",9475,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Exploring","Resting","Exploring"
"9476",9476,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Exploring","Resting","Exploring"
"9477",9477,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Exploring","Resting","Exploring"
"9478",9478,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Exploring","Resting","Exploring"
"9479",9479,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Exploring","Resting","Exploring"
"9480",9480,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Exploring","Resting","Exploring"
"9481",9481,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Exploring","Resting","Exploring"
"9482",9482,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Exploring","Resting","Exploring"
"9483",9483,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Exploring","Resting","Exploring"
"9484",9484,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Exploring","Resting","Exploring"
"9485",9485,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Exploring","Resting","Antennating Nestmate"
"9486",9486,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Food Processing","Resting","Exploring"
"9487",9487,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Food Processing","Resting","Exploring"
"9488",9488,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Food Processing","Resting","Exploring"
"9489",9489,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Food Processing","Resting","Exploring"
"9490",9490,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Food Processing","Resting","Exploring"
"9491",9491,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Food Processing","Resting","Exploring"
"9492",9492,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Food Processing","Resting","Exploring"
"9493",9493,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Antennating Nestmate","Resting","Exploring"
"9494",9494,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Antennating Nestmate","Resting","Exploring"
"9495",9495,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Food Processing","Resting","Exploring"
"9496",9496,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Food Processing","Resting","Exploring"
"9497",9497,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Food Processing","Resting","Exploring"
"9498",9498,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Resting","Food Processing","Resting","Exploring"
"9499",9499,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9500",9500,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9501",9501,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9502",9502,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9503",9503,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9504",9504,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9505",9505,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9506",9506,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9507",9507,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9508",9508,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9509",9509,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9510",9510,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9511",9511,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9512",9512,"Brood Care","Brood Care","Food Processing","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9513",9513,"Brood Care","Brood Care","Antennating Nestmate","Grooming","Resting","Exploring","Food Processing","Resting","Exploring"
"9514",9514,"Brood Care","Brood Care","Antennating Nestmate","Grooming","Resting","Resting","Food Processing","Resting","Exploring"
"9515",9515,"Brood Care","Brood Care","Antennating Nestmate","Grooming","Resting","Resting","Food Processing","Resting","Exploring"
"9516",9516,"Brood Care","Brood Care","Antennating Nestmate","Grooming","Resting","Resting","Food Processing","Resting","Exploring"
"9517",9517,"Brood Care","Brood Care","Exploring","Exploring","Resting","Resting","Food Processing","Resting","Exploring"
"9518",9518,"Brood Care","Brood Care","Exploring","Exploring","Resting","Resting","Food Processing","Resting","Exploring"
"9519",9519,"Brood Care","Brood Care","Exploring","Exploring","Resting","Resting","Food Processing","Resting","Exploring"
"9520",9520,"Brood Care","Brood Care","Exploring","Antennating Nestmate","Resting","Resting","Food Processing","Resting","Exploring"
"9521",9521,"Brood Care","Brood Care","Exploring","Antennating Nestmate","Resting","Resting","Food Processing","Resting","Exploring"
