"S","PropError","TransRateError","propRareSample","DOS","TotalTransitions","InputGeometricProb","InitialState","minSampleSize","SampleSize","Simulation","DurationError","TrueDuration","TruePropRare","TaskNumber"
32,0.162908403756968,1.0836589750222e-05,0.737847222222222,0.662756996648854,233,0.123571389354765,6,50.8801843317972,555,1,58234.4421263247,53.09008268291,0.740965492256136,8
32,0.012376017373324,0.000132893239970835,0.550347222222222,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,555,2,30997.2738790415,40.9623106060606,0.605289375962322,8
32,0.00911508087774041,2.07890950103714e-05,0.472222222222222,0.532050991757993,279,0.103831926360726,6,47.7965367965368,555,3,21464.3403975829,39.7987537092879,0.617969386830903,8
32,0.00671565400125637,5.54884313059784e-05,0.279513888888889,0.264480119554388,567,0.219087159261107,6,17.7508038585209,555,4,17208.1624691796,34.0593241741766,0.374966035685173,8
32,0.842862260300166,5.03872256041165e-05,0.414930555555556,0.906564169912146,261,0.877276615705341,3,54.3891625615763,555,5,9826.18175536245,31.8289257044722,0.50348700298886,3
64,0.198498796895189,2.83676269462118e-05,0.73125,0.662756996648854,233,0.123571389354765,6,50.8801843317972,555,1,62067.7010556419,53.09008268291,0.740965492256136,8
64,0.00973789140010966,0.185152311946369,0.5109375,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,555,2,33608.7331046899,40.9623106060606,0.605289375962322,8
64,0.0203345563970368,3.29657474405942e-05,0.346875,0.532050991757993,279,0.103831926360726,6,47.7965367965368,555,3,24871.4369394054,39.7987537092879,0.617969386830903,8
64,0.0104106257611004,8.56979963834671e-05,0.371875,0.264480119554388,567,0.219087159261107,6,17.7508038585209,555,4,19463.5911338816,34.0593241741766,0.374966035685173,8
64,0.000313151660012564,7.71310409164318e-05,0.4796875,0.906564169912146,261,0.877276615705341,3,54.3891625615763,555,5,4934.58692307987,31.8289257044722,0.50348700298886,3
128,0.0790494162605236,3.14445476052841e-05,0.5703125,0.662756996648854,233,0.123571389354765,6,50.8801843317972,555,1,65621.2391141726,53.09008268291,0.740965492256136,8
128,0.00606636119389538,0.000112170575160588,0.4875,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,555,2,36075.1461759924,40.9623106060606,0.605289375962322,8
128,0.097002002058206,0.0001744551387206,0.171875,0.532050991757993,279,0.103831926360726,6,47.7965367965368,555,3,27145.5967173589,39.7987537092879,0.617969386830903,8
128,0.00206991728581726,4.20902995696645e-05,0.353125,0.264480119554388,567,0.219087159261107,6,17.7508038585209,555,4,21394.9339614936,34.0593241741766,0.374966035685173,8
128,0.000305413052448421,4.76077816824034e-05,0.275,0.906564169912146,261,0.877276615705341,3,54.3891625615763,555,5,5477.38303905247,31.8289257044722,0.50348700298886,3
1,0.123364891958527,0.000286663868187946,0.414721723518851,0.662756996648854,233,0.123571389354765,6,50.8801843317972,556,1,33827.2932001679,53.09008268291,0.740965492256136,8
1,0.243070363068036,8.58874802968419e-05,0.863554757630162,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,556,2,143148.791201791,40.9623106060606,0.605289375962322,8
1,0.633606407685132,4.71074062686851e-05,0.728904847396768,0.532050991757993,279,0.103831926360726,6,47.7965367965368,556,3,59503.7622338638,39.7987537092879,0.617969386830903,8
1,0.0406418099518334,9.27175166899799e-05,0.36983842010772,0.264480119554388,567,0.219087159261107,6,17.7508038585209,556,4,8408.32319634429,34.0593241741766,0.374966035685173,8
1,0.000214653558166417,4.53435272990068e-05,0.391382405745063,0.906564169912146,261,0.877276615705341,3,54.3891625615763,556,5,749.09761175012,31.8289257044722,0.50348700298886,3
2,0.657882275539768,3.33847012811703e-05,0.444444444444444,0.662756996648854,233,0.123571389354765,6,50.8801843317972,556,1,85089.6655863342,53.09008268291,0.740965492256136,8
2,0.134472139877446,4.03471252108791e-05,0.897849462365591,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,556,2,5849.30711088154,40.9623106060606,0.605289375962322,8
2,0.301984743664318,6.99451163286819e-05,0.550179211469534,0.532050991757993,279,0.103831926360726,6,47.7965367965368,556,3,20068.7673764753,39.7987537092879,0.617969386830903,8
2,0.0756932986882111,9.09426273707653e-05,0.290322580645161,0.264480119554388,567,0.219087159261107,6,17.7508038585209,556,4,2986.49193140287,34.0593241741766,0.374966035685173,8
2,0.000134426685848508,1.08357295264058e-05,0.0770609318996416,0.906564169912146,261,0.877276615705341,3,54.3891625615763,556,5,65.940916012229,31.8289257044722,0.50348700298886,3
4,0.018157095276759,5.20210391329238e-05,0.707142857142857,0.662756996648854,233,0.123571389354765,6,50.8801843317972,556,1,16021.9348029233,53.09008268291,0.740965492256136,8
4,0.0651918655006759,5.08704785564636e-05,0.876785714285714,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,556,2,11818.9229947199,40.9623106060606,0.605289375962322,8
4,0.0226285888021652,1.11540317544194e-05,0.6375,0.532050991757993,279,0.103831926360726,6,47.7965367965368,556,3,3199.09961008735,39.7987537092879,0.617969386830903,8
4,0.0676452327072275,5.79017940784066e-05,0.0410714285714286,0.264480119554388,567,0.219087159261107,6,17.7508038585209,556,4,917.3336700622,34.0593241741766,0.374966035685173,8
4,0.00110142201365541,7.30092996058403e-05,0.744642857142857,0.906564169912146,261,0.877276615705341,3,54.3891625615763,556,5,1809.32546451597,31.8289257044722,0.50348700298886,3
8,0.0411029210231162,1.47463704294105e-05,0.591549295774648,0.662756996648854,233,0.123571389354765,6,50.8801843317972,556,1,46435.1452649539,53.09008268291,0.740965492256136,8
8,0.788191214800632,3.99108884102005e-05,0.294014084507042,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,556,2,39523.0730199724,40.9623106060606,0.605289375962322,8
8,0.808653778293585,4.76917266709836e-05,0.441901408450704,0.532050991757993,279,0.103831926360726,6,47.7965367965368,556,3,24734.9396734358,39.7987537092879,0.617969386830903,8
8,0.0780950118822599,0.000115186495604581,0.295774647887324,0.264480119554388,567,0.219087159261107,6,17.7508038585209,556,4,6095.16844353992,34.0593241741766,0.374966035685173,8
8,0.000953026990806646,2.43640028610216e-05,0.556338028169014,0.906564169912146,261,0.877276615705341,3,54.3891625615763,556,5,2113.63736201608,31.8289257044722,0.50348700298886,3
16,0.234265039744801,3.06821612388056e-05,0.741319444444444,0.662756996648854,233,0.123571389354765,6,50.8801843317972,556,1,62539.9377085679,53.09008268291,0.740965492256136,8
16,0.236849375408865,8.03648133911157e-05,0.678819444444444,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,556,2,30020.7369459671,40.9623106060606,0.605289375962322,8
16,0.0205753787198257,9.93252831367725e-05,0.651041666666667,0.532050991757993,279,0.103831926360726,6,47.7965367965368,556,3,19500.5644479032,39.7987537092879,0.617969386830903,8
16,0.0120329281184039,7.39524888690186e-05,0.394097222222222,0.264480119554388,567,0.219087159261107,6,17.7508038585209,556,4,12763.5614827621,34.0593241741766,0.374966035685173,8
16,0.00112926366154595,0.00014026953770425,0.5,0.906564169912146,261,0.877276615705341,3,54.3891625615763,556,5,2445.06046364486,31.8289257044722,0.50348700298886,3
32,0.35190835415712,1.76321459642578e-05,0.817708333333333,0.662756996648854,233,0.123571389354765,6,50.8801843317972,556,1,60588.4120554203,53.09008268291,0.740965492256136,8
32,0.0419383144835523,6.23650131963931e-05,0.932291666666667,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,556,2,31152.7424360722,40.9623106060606,0.605289375962322,8
32,0.305267548964016,7.0784360768795e-05,0.270833333333333,0.532050991757993,279,0.103831926360726,6,47.7965367965368,556,3,22772.5286208913,39.7987537092879,0.617969386830903,8
32,0.0235144746286192,0.000149170027685187,0.494791666666667,0.264480119554388,567,0.219087159261107,6,17.7508038585209,556,4,18823.8983553846,34.0593241741766,0.374966035685173,8
32,0.00107808813824575,9.47800167970013e-06,0.416666666666667,0.906564169912146,261,0.877276615705341,3,54.3891625615763,556,5,4040.55729924948,31.8289257044722,0.50348700298886,3
64,0.0591561201256058,6.42005578268743e-05,0.6234375,0.662756996648854,233,0.123571389354765,6,50.8801843317972,556,1,62943.1698211697,53.09008268291,0.740965492256136,8
64,0.00401653628562196,1.86506071201525e-05,0.5296875,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,556,2,33805.4313892238,40.9623106060606,0.605289375962322,8
64,0.0089647754272074,4.43865540497424e-05,0.409375,0.532050991757993,279,0.103831926360726,6,47.7965367965368,556,3,24464.6988040783,39.7987537092879,0.617969386830903,8
64,0.0090458737680381,3.74276444034454e-05,0.4578125,0.264480119554388,567,0.219087159261107,6,17.7508038585209,556,4,19641.5401357451,34.0593241741766,0.374966035685173,8
64,0.00697679538909586,4.88443706031439e-05,0.421875,0.906564169912146,261,0.877276615705341,3,54.3891625615763,556,5,4806.57107476012,31.8289257044722,0.50348700298886,3
128,0.0780834254575559,6.84389226636603e-05,0.5875,0.662756996648854,233,0.123571389354765,6,50.8801843317972,556,1,65755.6110599376,53.09008268291,0.740965492256136,8
128,0.0202911997285156,3.86755486551555e-05,0.496875,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,556,2,36117.2635318423,40.9623106060606,0.605289375962322,8
128,0.00393794688618387,4.15318898463753e-05,0.48125,0.532050991757993,279,0.103831926360726,6,47.7965367965368,556,3,27050.945192097,39.7987537092879,0.617969386830903,8
128,0.00254309038600916,8.19181437228138e-05,0.3203125,0.264480119554388,567,0.219087159261107,6,17.7508038585209,556,4,21403.0259901294,34.0593241741766,0.374966035685173,8
128,0.000122583294994315,5.0403590963577e-05,0.2796875,0.906564169912146,261,0.877276615705341,3,54.3891625615763,556,5,5496.52922962529,31.8289257044722,0.50348700298886,3
1,0.0563003738760722,2.47024838218916e-05,0.492831541218638,0.662756996648854,233,0.123571389354765,6,50.8801843317972,557,1,16013.6853226906,53.09008268291,0.740965492256136,8
1,0.11380380609471,3.860914763578e-05,0,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,557,2,8547.89625229568,40.9623106060606,0.605289375962322,8
1,0.913491638831916,2.74718665771803e-05,0.772401433691756,0.532050991757993,279,0.103831926360726,6,47.7965367965368,557,3,71932.6668881107,39.7987537092879,0.617969386830903,8
1,0.13570145705286,6.64331481539737e-05,0.878136200716846,0.264480119554388,567,0.219087159261107,6,17.7508038585209,557,4,20603.5116578409,34.0593241741766,0.374966035685173,8
1,0.0293237783511432,1.2015914479151e-05,0.650537634408602,0.906564169912146,261,0.877276615705341,3,54.3891625615763,557,5,383.808558188961,31.8289257044722,0.50348700298886,3
2,0.467188355178257,3.79423404772256e-05,0.564516129032258,0.662756996648854,233,0.123571389354765,6,50.8801843317972,557,1,56195.6968796267,53.09008268291,0.740965492256136,8
2,0.243070363068036,8.58874802968419e-05,0.759856630824373,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,557,2,13516.5487775482,40.9623106060606,0.605289375962322,8
2,0.852539333936867,8.07160400728692e-05,0.0949820788530466,0.532050991757993,279,0.103831926360726,6,47.7965367965368,557,3,32885.6469008054,39.7987537092879,0.617969386830903,8
2,0.25612591472281,0.000100184181315299,0.498207885304659,0.264480119554388,567,0.219087159261107,6,17.7508038585209,557,4,1789.22268037064,34.0593241741766,0.374966035685173,8
2,0.00032804666038095,4.9509448598101e-05,0.924731182795699,0.906564169912146,261,0.877276615705341,3,54.3891625615763,557,5,89.7756884116134,31.8289257044722,0.50348700298886,3
4,0.00440598939004281,2.53341220944125e-05,0.744642857142857,0.662756996648854,233,0.123571389354765,6,50.8801843317972,557,1,19578.4887017835,53.09008268291,0.740965492256136,8
4,0.0551360487063616,8.75056238607281e-05,0.516071428571429,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,557,2,19859.9598886593,40.9623106060606,0.605289375962322,8
4,0.050864259377101,2.85832807987836e-05,0.332142857142857,0.532050991757993,279,0.103831926360726,6,47.7965367965368,557,3,2312.00088421023,39.7987537092879,0.617969386830903,8
4,0.0767506387535967,3.47362363544612e-05,0.916071428571429,0.264480119554388,567,0.219087159261107,6,17.7508038585209,557,4,13889.6086617777,34.0593241741766,0.374966035685173,8
4,0.000332834583995111,1.20302200768248e-05,0.248214285714286,0.906564169912146,261,0.877276615705341,3,54.3891625615763,557,5,1214.46511346515,31.8289257044722,0.50348700298886,3
8,0.0992920205806097,4.00627815242352e-05,0.549295774647887,0.662756996648854,233,0.123571389354765,6,50.8801843317972,557,1,35321.2491440086,53.09008268291,0.740965492256136,8
8,0.0508857459914251,4.93374298355742e-05,0.285211267605634,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,557,2,16139.6937270432,40.9623106060606,0.605289375962322,8
8,0.0382051391535708,0.00013260482423498,0.40669014084507,0.532050991757993,279,0.103831926360726,6,47.7965367965368,557,3,17173.6007365085,39.7987537092879,0.617969386830903,8
8,0.0268928108791343,0.000105757932493801,0.392605633802817,0.264480119554388,567,0.219087159261107,6,17.7508038585209,557,4,6800.67405747421,34.0593241741766,0.374966035685173,8
8,0.0021507398523302,1.01090990609e-05,0.505281690140845,0.906564169912146,261,0.877276615705341,3,54.3891625615763,557,5,1332.86405925951,31.8289257044722,0.50348700298886,3
16,0.287517216464597,3.6828084874087e-05,0.609375,0.662756996648854,233,0.123571389354765,6,50.8801843317972,557,1,61980.5758694805,53.09008268291,0.740965492256136,8
16,0.0222136195804042,2.95659241859454e-05,0.689236111111111,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,557,2,25308.9986905673,40.9623106060606,0.605289375962322,8
16,0.0551827327564498,0.000208169070855646,0.397569444444444,0.532050991757993,279,0.103831926360726,6,47.7965367965368,557,3,18061.4574989891,39.7987537092879,0.617969386830903,8
16,0.0113464278707185,0.000177129781206115,0.407986111111111,0.264480119554388,567,0.219087159261107,6,17.7508038585209,557,4,13277.363194201,34.0593241741766,0.374966035685173,8
16,0.000932364210705023,4.85020601761494e-05,0.472222222222222,0.906564169912146,261,0.877276615705341,3,54.3891625615763,557,5,2321.86162997132,31.8289257044722,0.50348700298886,3
32,0.234759273350178,1.43635213756295e-05,0.786458333333333,0.662756996648854,233,0.123571389354765,6,50.8801843317972,557,1,58713.9718479282,53.09008268291,0.740965492256136,8
32,0.00669379019608998,1.63790154258938e-05,0.503472222222222,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,557,2,30551.9149251924,40.9623106060606,0.605289375962322,8
32,0.00765633351046449,2.72143295247593e-05,0.477430555555556,0.532050991757993,279,0.103831926360726,6,47.7965367965368,557,3,21852.2767666158,39.7987537092879,0.617969386830903,8
32,0.00560765759692949,2.66890330110418e-05,0.340277777777778,0.264480119554388,567,0.219087159261107,6,17.7508038585209,557,4,17464.7592991903,34.0593241741766,0.374966035685173,8
32,0.00391560623981527,2.9304597007464e-05,0.423611111111111,0.906564169912146,261,0.877276615705341,3,54.3891625615763,557,5,4180.6134590634,31.8289257044722,0.50348700298886,3
64,0.0441050579711543,3.313785294029e-05,0.6546875,0.662756996648854,233,0.123571389354765,6,50.8801843317972,557,1,62134.4751619075,53.09008268291,0.740965492256136,8
64,0.00202637965596941,2.04348692866453e-05,0.5609375,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,557,2,33955.2531782101,40.9623106060606,0.605289375962322,8
64,0.00638941574965594,0.00017791957711277,0.3375,0.532050991757993,279,0.103831926360726,6,47.7965367965368,557,3,25142.2508076538,39.7987537092879,0.617969386830903,8
64,0.00725897233492572,4.26614072945102e-05,0.35,0.264480119554388,567,0.219087159261107,6,17.7508038585209,557,4,19710.5196675664,34.0593241741766,0.374966035685173,8
64,0.00188520456034142,3.5791630207078e-05,0.509375,0.906564169912146,261,0.877276615705341,3,54.3891625615763,557,5,4778.27079666735,31.8289257044722,0.50348700298886,3
128,0.131454424058828,2.25084611929913e-05,0.5734375,0.662756996648854,233,0.123571389354765,6,50.8801843317972,557,1,65611.3298221242,53.09008268291,0.740965492256136,8
128,0.0762697451662679,2.96482494833187e-05,0.553125,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,557,2,36062.5011530736,40.9623106060606,0.605289375962322,8
128,0.00532331391836789,2.78423748514841e-05,0.4921875,0.532050991757993,279,0.103831926360726,6,47.7965367965368,557,3,27068.286639138,39.7987537092879,0.617969386830903,8
128,0.00745301311476059,0.000155773184226144,0.3953125,0.264480119554388,567,0.219087159261107,6,17.7508038585209,557,4,21353.2886755185,34.0593241741766,0.374966035685173,8
128,0.841235849737945,8.42200305587506e-05,0.35,0.906564169912146,261,0.877276615705341,3,54.3891625615763,557,5,11484.6626494153,31.8289257044722,0.50348700298886,3
1,0.247874101311217,4.08030237727055e-05,0.87298747763864,0.662756996648854,233,0.123571389354765,6,50.8801843317972,558,1,99851.7643190586,53.09008268291,0.740965492256136,8
1,0.0226197975112233,3.42845505133419e-05,0.483005366726297,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,558,2,5970.50332300275,40.9623106060606,0.605289375962322,8
1,0.261378226962646,8.59449026809945e-05,0.998211091234347,0.532050991757993,279,0.103831926360726,6,47.7965367965368,558,3,175488.868183408,39.7987537092879,0.617969386830903,8
1,0.0554676759910074,0.000447838025561853,0.710196779964222,0.264480119554388,567,0.219087159261107,6,17.7508038585209,558,4,11082.9185762355,34.0593241741766,0.374966035685173,8
1,0.000822424471912166,3.53584815489052e-05,0.620751341681574,0.906564169912146,261,0.877276615705341,3,54.3891625615763,558,5,770.728741242764,31.8289257044722,0.50348700298886,3
2,0.0237126690349827,1.56465991393274e-05,0.623214285714286,0.662756996648854,233,0.123571389354765,6,50.8801843317972,558,1,15949.9722502523,53.09008268291,0.740965492256136,8
2,0.020584127831544,4.04225412650465e-05,0.430357142857143,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,558,2,5492.3732724977,40.9623106060606,0.605289375962322,8
2,0.796469353671799,3.44589091698127e-05,0.564285714285714,0.532050991757993,279,0.103831926360726,6,47.7965367965368,558,3,35877.3087939539,39.7987537092879,0.617969386830903,8
2,0.0823637539846201,0.000107840286958099,0.158928571428571,0.264480119554388,567,0.219087159261107,6,17.7508038585209,558,4,12864.8013819303,34.0593241741766,0.374966035685173,8
2,0.0186061713053434,0.000205202890252273,0.108928571428571,0.906564169912146,261,0.877276615705341,3,54.3891625615763,558,5,2246.93456779462,31.8289257044722,0.50348700298886,3
4,0.0630120412965313,8.65687661751375e-05,0.590425531914894,0.662756996648854,233,0.123571389354765,6,50.8801843317972,558,1,30828.8454774093,53.09008268291,0.740965492256136,8
4,0.0238114592189315,5.16017174906779e-05,0.611702127659574,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,558,2,21829.7487775482,40.9623106060606,0.605289375962322,8
4,0.152411055783424,0.000127798700399702,0.336879432624113,0.532050991757993,279,0.103831926360726,6,47.7965367965368,558,3,12684.9665958896,39.7987537092879,0.617969386830903,8
4,0.0608711342526826,6.62013470211011e-05,0.50709219858156,0.264480119554388,567,0.219087159261107,6,17.7508038585209,558,4,10964.0201560693,34.0593241741766,0.374966035685173,8
4,0.00476138496174613,1.10977032246015e-05,0.448581560283688,0.906564169912146,261,0.877276615705341,3,54.3891625615763,558,5,1137.74709725103,31.8289257044722,0.50348700298886,3
8,0.0114698927370803,2.32423589434648e-05,0.568661971830986,0.662756996648854,233,0.123571389354765,6,50.8801843317972,558,1,39792.0629801379,53.09008268291,0.740965492256136,8
8,0.0114025448108532,1.38995951599957e-05,0.522887323943662,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,558,2,19851.6937064288,40.9623106060606,0.605289375962322,8
8,0.202461094807728,9.03599747962458e-05,0.278169014084507,0.532050991757993,279,0.103831926360726,6,47.7965367965368,558,3,17784.1125279437,39.7987537092879,0.617969386830903,8
8,0.0620553318584526,9.60105207132208e-05,0.561619718309859,0.264480119554388,567,0.219087159261107,6,17.7508038585209,558,4,14119.297102808,34.0593241741766,0.374966035685173,8
8,0.00164576904777797,0.000115270531218221,0.658450704225352,0.906564169912146,261,0.877276615705341,3,54.3891625615763,558,5,782.414469978612,31.8289257044722,0.50348700298886,3
16,0.289781986436076,2.98954368035374e-05,0.789930555555556,0.662756996648854,233,0.123571389354765,6,50.8801843317972,558,1,62297.2079104718,53.09008268291,0.740965492256136,8
16,0.00523263936565732,5.25383354582163e-05,0.458333333333333,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,558,2,25485.4686765381,40.9623106060606,0.605289375962322,8
16,0.315502260712547,3.10610537062085e-05,0.347222222222222,0.532050991757993,279,0.103831926360726,6,47.7965367965368,558,3,19912.3419123321,39.7987537092879,0.617969386830903,8
16,0.029399030738693,2.63504619156777e-05,0.425347222222222,0.264480119554388,567,0.219087159261107,6,17.7508038585209,558,4,13802.4127875506,34.0593241741766,0.374966035685173,8
16,0.00284092303320151,6.82316880566468e-05,0.378472222222222,0.906564169912146,261,0.877276615705341,3,54.3891625615763,558,5,2464.80553816653,31.8289257044722,0.50348700298886,3
32,0.0794440412207357,8.71987605235804e-05,0.616319444444444,0.662756996648854,233,0.123571389354765,6,50.8801843317972,558,1,58764.065337508,53.09008268291,0.740965492256136,8
32,0.204219633827362,1.51336939417057e-05,0.796875,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,558,2,30952.7205813327,40.9623106060606,0.605289375962322,8
32,0.00543422151828781,2.23554639845849e-05,0.588541666666667,0.532050991757993,279,0.103831926360726,6,47.7965367965368,558,3,22091.3824367122,39.7987537092879,0.617969386830903,8
32,0.00941485419354845,6.193141677787e-05,0.451388888888889,0.264480119554388,567,0.219087159261107,6,17.7508038585209,558,4,18475.0895998204,34.0593241741766,0.374966035685173,8
32,0.000625174293842579,1.55075122621501e-05,0.541666666666667,0.906564169912146,261,0.877276615705341,3,54.3891625615763,558,5,4136.31756205287,31.8289257044722,0.50348700298886,3
64,0.159041450269753,3.41309902967314e-05,0.68125,0.662756996648854,233,0.123571389354765,6,50.8801843317972,558,1,62008.133608811,53.09008268291,0.740965492256136,8
64,0.0117906369764324,1.76293518011731e-05,0.50625,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,558,2,33771.1059171298,40.9623106060606,0.605289375962322,8
64,0.00650296481806231,2.22235937913453e-05,0.396875,0.532050991757993,279,0.103831926360726,6,47.7965367965368,558,3,24951.7668037592,39.7987537092879,0.617969386830903,8
64,0.0692689352137117,6.11264459942612e-05,0.45,0.264480119554388,567,0.219087159261107,6,17.7508038585209,558,4,19924.2980768091,34.0593241741766,0.374966035685173,8
64,0.000361500360101791,3.71273699225996e-05,0.4640625,0.906564169912146,261,0.877276615705341,3,54.3891625615763,558,5,4796.23936171806,31.8289257044722,0.50348700298886,3
128,0.0542895834642362,3.5767134100188e-05,0.5953125,0.662756996648854,233,0.123571389354765,6,50.8801843317972,558,1,65694.739653035,53.09008268291,0.740965492256136,8
128,0.00492173849342985,4.03360354823083e-05,0.4859375,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,558,2,36135.3072311681,40.9623106060606,0.605289375962322,8
128,0.283339435320317,3.76259798212063e-05,0.2171875,0.532050991757993,279,0.103831926360726,6,47.7965367965368,558,3,27008.865893016,39.7987537092879,0.617969386830903,8
128,0.00265769990938191,9.81896017179781e-05,0.353125,0.264480119554388,567,0.219087159261107,6,17.7508038585209,558,4,21434.6174091662,34.0593241741766,0.374966035685173,8
128,0.00112185017105747,5.71383032443224e-06,0.375,0.906564169912146,261,0.877276615705341,3,54.3891625615763,558,5,5527.56738745646,31.8289257044722,0.50348700298886,3
1,0.520851490940622,6.2795478669754e-05,0.801785714285714,0.662756996648854,233,0.123571389354765,6,50.8801843317972,559,1,255533.048634013,53.09008268291,0.740965492256136,8
1,0.0246544418801633,2.78932649993896e-05,0.451785714285714,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,559,2,10292.3341310836,40.9623106060606,0.605289375962322,8
1,0.182927746531284,3.44264366022566e-05,0.741071428571429,0.532050991757993,279,0.103831926360726,6,47.7965367965368,559,3,4012.80693033288,39.7987537092879,0.617969386830903,8
1,0.145787071335682,2.00837115207739e-05,0.998214285714286,0.264480119554388,567,0.219087159261107,6,17.7508038585209,559,4,20817.9339645397,34.0593241741766,0.374966035685173,8
1,0.000566419588895587,4.88017114576102e-06,0.339285714285714,0.906564169912146,261,0.877276615705341,3,54.3891625615763,559,5,186.825214865592,31.8289257044722,0.50348700298886,3
2,0.510080889735282,4.23250474939326e-05,0.891459074733096,0.662756996648854,233,0.123571389354765,6,50.8801843317972,559,1,61401.5835177336,53.09008268291,0.740965492256136,8
2,0.0918941857770849,3.94496553253534e-05,0.393238434163701,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,559,2,36240.4169593664,40.9623106060606,0.605289375962322,8
2,0.0585166566144633,6.41987880137709e-05,0.202846975088968,0.532050991757993,279,0.103831926360726,6,47.7965367965368,559,3,11709.4790205058,39.7987537092879,0.617969386830903,8
2,0.106135372578662,0.000151325277491759,0.131672597864769,0.264480119554388,567,0.219087159261107,6,17.7508038585209,559,4,4478.50050684318,34.0593241741766,0.374966035685173,8
2,0.00122877043962173,1.24193078559477e-05,0.48220640569395,0.906564169912146,261,0.877276615705341,3,54.3891625615763,559,5,181.898812678328,31.8289257044722,0.50348700298886,3
4,0.0079794777208791,2.30627177545012e-05,0.716312056737589,0.662756996648854,233,0.123571389354765,6,50.8801843317972,559,1,18830.7380622306,53.09008268291,0.740965492256136,8
4,0.323439117908528,3.65863711655705e-05,0.74290780141844,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,559,2,17546.6491815886,40.9623106060606,0.605289375962322,8
4,0.0882731030183124,6.63253122490423e-05,0.907801418439716,0.532050991757993,279,0.103831926360726,6,47.7965367965368,559,3,12471.2353018637,39.7987537092879,0.617969386830903,8
4,0.0391204875444023,0.000112519603741414,0.324468085106383,0.264480119554388,567,0.219087159261107,6,17.7508038585209,559,4,1329.42719138044,34.0593241741766,0.374966035685173,8
4,0.00221447550645057,7.62733581851396e-06,0.735815602836879,0.906564169912146,261,0.877276615705341,3,54.3891625615763,559,5,970.434950727065,31.8289257044722,0.50348700298886,3
8,0.0406658852020855,0.000146606468875093,0.744718309859155,0.662756996648854,233,0.123571389354765,6,50.8801843317972,559,1,48954.832940428,53.09008268291,0.740965492256136,8
8,0.111422315738878,2.88251208906213e-05,0.653169014084507,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,559,2,20306.6096309805,40.9623106060606,0.605289375962322,8
8,0.110018841074426,0.000157102741552437,0.269366197183099,0.532050991757993,279,0.103831926360726,6,47.7965367965368,559,3,17548.6104776845,39.7987537092879,0.617969386830903,8
8,0.00254394549519428,3.82128454434934e-05,0.279929577464789,0.264480119554388,567,0.219087159261107,6,17.7508038585209,559,4,11113.0996261393,34.0593241741766,0.374966035685173,8
8,0.000722121636182235,3.28397745210125e-05,0.246478873239437,0.906564169912146,261,0.877276615705341,3,54.3891625615763,559,5,1009.3366995261,31.8289257044722,0.50348700298886,3
16,0.290991396191736,3.99229964189967e-05,0.597222222222222,0.662756996648854,233,0.123571389354765,6,50.8801843317972,559,1,62976.9197451238,53.09008268291,0.740965492256136,8
16,0.0304367550781501,4.33893425579133e-05,0.960069444444444,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,559,2,25988.2008987603,40.9623106060606,0.605289375962322,8
16,0.029020951020841,4.04916385023949e-05,0.611111111111111,0.532050991757993,279,0.103831926360726,6,47.7965367965368,559,3,18100.1863255538,39.7987537092879,0.617969386830903,8
16,0.0348441902693108,9.85044140680449e-05,0.258680555555556,0.264480119554388,567,0.219087159261107,6,17.7508038585209,559,4,15443.9704864213,34.0593241741766,0.374966035685173,8
16,0.000353331560601236,2.20537940659738e-05,0.578125,0.906564169912146,261,0.877276615705341,3,54.3891625615763,559,5,3136.60384754874,31.8289257044722,0.50348700298886,3
