"S","PropError","TransRateError","propRareSample","DOS","TotalTransitions","InputGeometricProb","InitialState","minSampleSize","SampleSize","Simulation","DurationError","TrueDuration","TruePropRare","TaskNumber"
128,0.155505251092105,4.58730932542077e-05,0.615625,0.662756996648854,233,0.123571389354765,6,50.8801843317972,525,1,65625.8557444549,53.09008268291,0.740965492256136,8
128,0.00658913192309506,5.54580054054923e-05,0.45625,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,525,2,36039.6220316167,40.9623106060606,0.605289375962322,8
128,0.627676428456446,0.198353253571369,0.475,0.532050991757993,279,0.103831926360726,6,47.7965367965368,525,3,32197.0278133548,39.7987537092879,0.617969386830903,8
128,0.00699146687738753,7.80263993156043e-05,0.328125,0.264480119554388,567,0.219087159261107,6,17.7508038585209,525,4,21426.1505944079,34.0593241741766,0.374966035685173,8
128,0.000113115825157104,4.06687018995203e-05,0.3453125,0.906564169912146,261,0.877276615705341,3,54.3891625615763,525,5,5499.82569144485,31.8289257044722,0.50348700298886,3
1,0.528459497461771,6.2795478669754e-05,0.998102466793169,0.662756996648854,233,0.123571389354765,6,50.8801843317972,526,1,98670.6275813811,53.09008268291,0.740965492256136,8
1,0.0934782174849923,1.18003051023082e-05,0.540796963946869,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,526,2,4444.94700987144,40.9623106060606,0.605289375962322,8
1,0.0404526628490731,3.42194053652987e-05,0.736242884250474,0.532050991757993,279,0.103831926360726,6,47.7965367965368,526,3,5802.44119460905,39.7987537092879,0.617969386830903,8
1,0.409231437147675,0.000275742888739594,0,0.264480119554388,567,0.219087159261107,6,17.7508038585209,526,4,9333.94093590994,34.0593241741766,0.374966035685173,8
1,0.00428162425456303,0.000108471575793165,0.715370018975332,0.906564169912146,261,0.877276615705341,3,54.3891625615763,526,5,8742.15373876126,31.8289257044722,0.50348700298886,3
2,0.26019558445103,6.80944501101803e-06,0.814393939393939,0.662756996648854,233,0.123571389354765,6,50.8801843317972,526,1,12316.5799743334,53.09008268291,0.740965492256136,8
2,0.207180257007111,6.71732012604284e-05,0.886363636363636,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,526,2,26625.7847623967,40.9623106060606,0.605289375962322,8
2,0.0679298473937933,0.00016184628397719,0.183712121212121,0.532050991757993,279,0.103831926360726,6,47.7965367965368,526,3,15551.9238616154,39.7987537092879,0.617969386830903,8
2,0.0354245704793227,1.53571739092159e-05,0.337121212121212,0.264480119554388,567,0.219087159261107,6,17.7508038585209,526,4,5299.75540550841,34.0593241741766,0.374966035685173,8
2,0.00191459203874484,9.3714433172461e-07,0,0.906564169912146,261,0.877276615705341,3,54.3891625615763,526,5,379.520324931582,31.8289257044722,0.50348700298886,3
4,0.0197947116093227,4.29618444502255e-05,0.828947368421053,0.662756996648854,233,0.123571389354765,6,50.8801843317972,526,1,20722.1371253047,53.09008268291,0.740965492256136,8
4,0.0214849457583654,2.46676345162473e-05,0.483082706766917,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,526,2,15340.7466563361,40.9623106060606,0.605289375962322,8
4,0.0952383814382133,4.94101327455115e-05,0.684210526315789,0.532050991757993,279,0.103831926360726,6,47.7965367965368,526,3,9131.16611511049,39.7987537092879,0.617969386830903,8
4,0.0407351296323213,0.000149359678407039,0.396616541353383,0.264480119554388,567,0.219087159261107,6,17.7508038585209,526,4,12940.1288511683,34.0593241741766,0.374966035685173,8
4,0.00266341900890874,3.93137439962643e-05,0.453007518796992,0.906564169912146,261,0.877276615705341,3,54.3891625615763,526,5,236.086564805327,31.8289257044722,0.50348700298886,3
8,0.0181067744396249,4.45209463293639e-05,0.557835820895522,0.662756996648854,233,0.123571389354765,6,50.8801843317972,526,1,32995.4660826731,53.09008268291,0.740965492256136,8
8,0.104090637570393,8.24206796816543e-05,0.613805970149254,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,526,2,24176.9130704775,40.9623106060606,0.605289375962322,8
8,0.0752873769636149,4.28576164295412e-05,0.257462686567164,0.532050991757993,279,0.103831926360726,6,47.7965367965368,526,3,14779.4040172754,39.7987537092879,0.617969386830903,8
8,0.0682761500413502,9.04945670336118e-05,0.347014925373134,0.264480119554388,567,0.219087159261107,6,17.7508038585209,526,4,12401.5217103829,34.0593241741766,0.374966035685173,8
8,0.000374063568642648,5.6133136241497e-05,0.0335820895522388,0.906564169912146,261,0.877276615705341,3,54.3891625615763,526,5,2438.85918919646,31.8289257044722,0.50348700298886,3
16,0.262798983466602,4.49017063631939e-05,0.650735294117647,0.662756996648854,233,0.123571389354765,6,50.8801843317972,526,1,62219.0682085091,53.09008268291,0.740965492256136,8
16,0.0296506221318606,3.93246216546776e-05,0.606617647058823,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,526,2,24178.9825878737,40.9623106060606,0.605289375962322,8
16,0.138354591807253,0.000124740841418062,0.272058823529412,0.532050991757993,279,0.103831926360726,6,47.7965367965368,526,3,17301.5815126233,39.7987537092879,0.617969386830903,8
16,0.0187941660103377,4.05045432064026e-05,0.193014705882353,0.264480119554388,567,0.219087159261107,6,17.7508038585209,526,4,12502.2224642121,34.0593241741766,0.374966035685173,8
16,0.00606217988528663,9.57195094173939e-05,0.376838235294118,0.906564169912146,261,0.877276615705341,3,54.3891625615763,526,5,3531.15235363308,31.8289257044722,0.50348700298886,3
32,0.417153628609419,0.0549483912807468,0.674632352941177,0.662756996648854,233,0.123571389354765,6,50.8801843317972,526,1,74766.3726820897,53.09008268291,0.740965492256136,8
32,0.0107997492276127,3.10634292677585e-05,0.538602941176471,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,526,2,30896.7506466548,40.9623106060606,0.605289375962322,8
32,0.0054713619011883,2.0241311556153e-05,0.435661764705882,0.532050991757993,279,0.103831926360726,6,47.7965367965368,526,3,22363.5244389569,39.7987537092879,0.617969386830903,8
32,0.0185503817184133,4.88486813478449e-05,0.40625,0.264480119554388,567,0.219087159261107,6,17.7508038585209,526,4,18176.8794697083,34.0593241741766,0.374966035685173,8
32,0.00974773719026783,2.11610886560124e-06,0.496323529411765,0.906564169912146,261,0.877276615705341,3,54.3891625615763,526,5,4183.70223553808,31.8289257044722,0.50348700298886,3
64,0.416814505554167,4.59501403957922e-05,0.883680555555556,0.662756996648854,233,0.123571389354765,6,50.8801843317972,526,1,65806.209093349,53.09008268291,0.740965492256136,8
64,0.0285588327414847,5.48132970368974e-05,0.585069444444444,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,526,2,34005.067616749,40.9623106060606,0.605289375962322,8
64,0.101601984521033,0.000114236060266217,0.230902777777778,0.532050991757993,279,0.103831926360726,6,47.7965367965368,526,3,25517.1031373268,39.7987537092879,0.617969386830903,8
64,0.0106273940443639,0.000146145401053976,0.333333333333333,0.264480119554388,567,0.219087159261107,6,17.7508038585209,526,4,19779.7299725173,34.0593241741766,0.374966035685173,8
64,0.00155428295399791,3.54294962717748e-05,0.40625,0.906564169912146,261,0.877276615705341,3,54.3891625615763,526,5,5033.29688012399,31.8289257044722,0.50348700298886,3
128,0.0480668182122246,3.12590125603026e-05,0.540625,0.662756996648854,233,0.123571389354765,6,50.8801843317972,526,1,65696.1252946345,53.09008268291,0.740965492256136,8
128,0.00180066174769945,3.94004136912284e-05,0.4640625,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,526,2,36053.9048952012,40.9623106060606,0.605289375962322,8
128,0.0984676722510879,8.42609216582016e-05,0.1890625,0.532050991757993,279,0.103831926360726,6,47.7965367965368,526,3,27014.8938859435,39.7987537092879,0.617969386830903,8
128,0.0131947782444034,0.000120190879426314,0.375,0.264480119554388,567,0.219087159261107,6,17.7508038585209,526,4,21385.9328733345,34.0593241741766,0.374966035685173,8
128,0.00165925502011794,6.14778193802023e-06,0.44375,0.906564169912146,261,0.877276615705341,3,54.3891625615763,526,5,5497.65681010893,31.8289257044722,0.50348700298886,3
1,0.249617495146532,3.09692940312207e-05,0.926136363636364,0.662756996648854,233,0.123571389354765,6,50.8801843317972,527,1,11888.8506844534,53.09008268291,0.740965492256136,8
1,0.0533018252213488,1.68881345941113e-05,0.865530303030303,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,527,2,4273.2780704775,40.9623106060606,0.605289375962322,8
1,0.0885255332271625,6.13245481901478e-05,0.390151515151515,0.532050991757993,279,0.103831926360726,6,47.7965367965368,527,3,8341.84805358136,39.7987537092879,0.617969386830903,8
1,0.131817420539989,0.000224672025427343,0,0.264480119554388,567,0.219087159261107,6,17.7508038585209,527,4,20842.7255050694,34.0593241741766,0.374966035685173,8
1,0.00980094724669382,0.000108680839791712,0,0.906564169912146,261,0.877276615705341,3,54.3891625615763,527,5,9648.96643685509,31.8289257044722,0.50348700298886,3
2,0.419961418358455,3.7285855925444e-05,0.928301886792453,0.662756996648854,233,0.123571389354765,6,50.8801843317972,527,1,14278.9115033954,53.09008268291,0.740965492256136,8
2,0.0256226462029226,4.49538273766677e-05,0.233962264150943,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,527,2,14132.864055326,40.9623106060606,0.605289375962322,8
2,0.760811459154679,3.44263157486914e-05,0.579245283018868,0.532050991757993,279,0.103831926360726,6,47.7965367965368,527,3,34420.5933789341,39.7987537092879,0.617969386830903,8
2,0.0889547460056453,0.000161000474287724,0.328301886792453,0.264480119554388,567,0.219087159261107,6,17.7508038585209,527,4,12582.7791450806,34.0593241741766,0.374966035685173,8
2,0.00463883195343165,0.000108889518164323,0.59622641509434,0.906564169912146,261,0.877276615705341,3,54.3891625615763,527,5,2741.81336612164,31.8289257044722,0.50348700298886,3
4,0.0761966856741428,4.09644786754927e-05,0.744360902255639,0.662756996648854,233,0.123571389354765,6,50.8801843317972,527,1,18639.5370221056,53.09008268291,0.740965492256136,8
4,0.0559050420411162,4.08226459857272e-05,0.663533834586466,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,527,2,8535.74915633609,40.9623106060606,0.605289375962322,8
4,0.0991598088840328,8.39038647297813e-06,0.468045112781955,0.532050991757993,279,0.103831926360726,6,47.7965367965368,527,3,13120.088442561,39.7987537092879,0.617969386830903,8
4,0.0195392159323705,3.44926281671329e-05,0.204887218045113,0.264480119554388,567,0.219087159261107,6,17.7508038585209,527,4,9144.6088022349,34.0593241741766,0.374966035685173,8
4,0.00023980017343708,3.27116813181586e-06,0.447368421052632,0.906564169912146,261,0.877276615705341,3,54.3891625615763,527,5,584.924649700398,31.8289257044722,0.50348700298886,3
8,0.520851490940622,6.2795478669754e-05,0.861940298507463,0.662756996648854,233,0.123571389354765,6,50.8801843317972,527,1,58333.0486340127,53.09008268291,0.740965492256136,8
8,0.15168458333823,3.03813091877219e-05,0.55410447761194,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,527,2,22316.0377674472,40.9623106060606,0.605289375962322,8
8,0.151143619601561,0.000204569196770085,0.425373134328358,0.532050991757993,279,0.103831926360726,6,47.7965367965368,527,3,19453.7056590499,39.7987537092879,0.617969386830903,8
8,0.0231995277634544,0.000107933831415831,0.432835820895522,0.264480119554388,567,0.219087159261107,6,17.7508038585209,527,4,10460.8213745132,34.0593241741766,0.374966035685173,8
8,0.0127642354810962,0.000156396804637838,0.492537313432836,0.906564169912146,261,0.877276615705341,3,54.3891625615763,527,5,3012.44714865022,31.8289257044722,0.50348700298886,3
16,0.445868744308339,4.91066356446458e-05,0.895220588235294,0.662756996648854,233,0.123571389354765,6,50.8801843317972,527,1,60190.5929139834,53.09008268291,0.740965492256136,8
16,0.0236775946476501,1.73714665642388e-05,0.599264705882353,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,527,2,26985.6155268595,40.9623106060606,0.605289375962322,8
16,0.0217937643444342,7.94854889105936e-06,0.463235294117647,0.532050991757993,279,0.103831926360726,6,47.7965367965368,527,3,17522.9204578738,39.7987537092879,0.617969386830903,8
16,0.0576643860918204,0.000106978357644931,0.349264705882353,0.264480119554388,567,0.219087159261107,6,17.7508038585209,527,4,13177.3729381203,34.0593241741766,0.374966035685173,8
16,0.00318887370344449,3.05739671350516e-06,0.314338235294118,0.906564169912146,261,0.877276615705341,3,54.3891625615763,527,5,3046.1975091829,31.8289257044722,0.50348700298886,3
32,0.159546436549735,3.28455617717644e-05,0.761029411764706,0.662756996648854,233,0.123571389354765,6,50.8801843317972,527,1,57437.7831867934,53.09008268291,0.740965492256136,8
32,0.00597547804409612,3.58766298480884e-05,0.568014705882353,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,527,2,30522.5774131023,40.9623106060606,0.605289375962322,8
32,0.0294725360249974,3.63617847940419e-05,0.579044117647059,0.532050991757993,279,0.103831926360726,6,47.7965367965368,527,3,22884.4028298618,39.7987537092879,0.617969386830903,8
32,0.00400431948490935,5.95112456368091e-05,0.319852941176471,0.264480119554388,567,0.219087159261107,6,17.7508038585209,527,4,17525.4653324406,34.0593241741766,0.374966035685173,8
32,0.000179336288586029,9.51436197209776e-06,0.472426470588235,0.906564169912146,261,0.877276615705341,3,54.3891625615763,527,5,4204.65612041912,31.8289257044722,0.50348700298886,3
64,0.15512852581105,1.92614251543767e-05,0.659722222222222,0.662756996648854,233,0.123571389354765,6,50.8801843317972,527,1,62758.6816656157,53.09008268291,0.740965492256136,8
64,0.00427471871058742,4.55203061526011e-05,0.555555555555556,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,527,2,34174.6579694674,40.9623106060606,0.605289375962322,8
64,0.00883112723651869,4.85165760090304e-05,0.404513888888889,0.532050991757993,279,0.103831926360726,6,47.7965367965368,527,3,24954.7434272818,39.7987537092879,0.617969386830903,8
64,0.0116855131894998,4.94823336243739e-05,0.385416666666667,0.264480119554388,567,0.219087159261107,6,17.7508038585209,527,4,19902.4602367538,34.0593241741766,0.374966035685173,8
64,0.000325175126010528,2.59146925404057e-05,0.444444444444444,0.906564169912146,261,0.877276615705341,3,54.3891625615763,527,5,4975.59117313402,31.8289257044722,0.50348700298886,3
128,0.140919413876388,2.70134732069832e-05,0.60625,0.662756996648854,233,0.123571389354765,6,50.8801843317972,527,1,65696.8015410123,53.09008268291,0.740965492256136,8
128,0.000882750434097734,4.23392611635051e-05,0.496875,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,527,2,36036.2066644295,40.9623106060606,0.605289375962322,8
128,0.432941015360808,5.8080095646065e-05,0.309375,0.532050991757993,279,0.103831926360726,6,47.7965367965368,527,3,27610.4068119455,39.7987537092879,0.617969386830903,8
128,0.00562238270479362,8.90396490247849e-05,0.29375,0.264480119554388,567,0.219087159261107,6,17.7508038585209,527,4,21391.2124612831,34.0593241741766,0.374966035685173,8
128,0.00121851634801297,0.000102939721940766,0.4296875,0.906564169912146,261,0.877276615705341,3,54.3891625615763,527,5,5469.09650722063,31.8289257044722,0.50348700298886,3
1,0.528459497461771,6.2795478669754e-05,0.998109640831758,0.662756996648854,233,0.123571389354765,6,50.8801843317972,528,1,99840.1012655916,53.09008268291,0.740965492256136,8
1,0.104330498198394,1.99903288788323e-05,0.478260869565217,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,528,2,4745.74801997245,40.9623106060606,0.605289375962322,8
1,0.861022261684343,5.73781537264966e-05,0.599243856332703,0.532050991757993,279,0.103831926360726,6,47.7965367965368,528,3,181670.226220299,39.7987537092879,0.617969386830903,8
1,0.0394206992127374,0.000122630129103829,0.293005671077505,0.264480119554388,567,0.219087159261107,6,17.7508038585209,528,4,5434.04479690067,34.0593241741766,0.374966035685173,8
1,0.0483136315868458,1.2995818381503e-05,0.0359168241965974,0.906564169912146,261,0.877276615705341,3,54.3891625615763,528,5,674.233187026434,31.8289257044722,0.50348700298886,3
2,0.115638266725162,4.00304470225394e-05,0.788679245283019,0.662756996648854,233,0.123571389354765,6,50.8801843317972,528,1,40109.0712498317,53.09008268291,0.740965492256136,8
2,0.0335476835345596,1.66888924762893e-05,0.99622641509434,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,528,2,3810.352565427,40.9623106060606,0.605289375962322,8
2,0.975180319197707,3.71439417580667e-05,0.511320754716981,0.532050991757993,279,0.103831926360726,6,47.7965367965368,528,3,37595.3996104044,39.7987537092879,0.617969386830903,8
2,0.186815775054522,6.38803503345049e-05,0.375471698113208,0.264480119554388,567,0.219087159261107,6,17.7508038585209,528,4,2783.20147842174,34.0593241741766,0.374966035685173,8
2,0.00186450518707312,3.93137439962643e-05,0.283018867924528,0.906564169912146,261,0.877276615705341,3,54.3891625615763,528,5,34.9833531167081,31.8289257044722,0.50348700298886,3
4,0.189243027658421,5.00101285235547e-05,0.558270676691729,0.662756996648854,233,0.123571389354765,6,50.8801843317972,528,1,29411.9401165951,53.09008268291,0.740965492256136,8
4,0.00805511767019512,5.693444833874e-05,0.558270676691729,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,528,2,13999.8257977502,40.9623106060606,0.605289375962322,8
4,0.0766651746895798,0.00024446453137275,0.24812030075188,0.532050991757993,279,0.103831926360726,6,47.7965367965368,528,3,17101.6466563762,39.7987537092879,0.617969386830903,8
4,0.143330476960948,0.000101023946467426,0.394736842105263,0.264480119554388,567,0.219087159261107,6,17.7508038585209,528,4,3400.62672848958,34.0593241741766,0.374966035685173,8
4,0.000858731456278091,8.41370275254539e-06,0.496240601503759,0.906564169912146,261,0.877276615705341,3,54.3891625615763,528,5,714.181912900307,31.8289257044722,0.50348700298886,3
8,0.0311866008872782,3.57339014189544e-05,0.82089552238806,0.662756996648854,233,0.123571389354765,6,50.8801843317972,528,1,42382.9125462157,53.09008268291,0.740965492256136,8
8,0.0106427719567599,2.60435037511194e-05,0.619402985074627,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,528,2,20543.3422634274,40.9623106060606,0.605289375962322,8
8,0.0333684132405389,0.000102128503641069,0.604477611940298,0.532050991757993,279,0.103831926360726,6,47.7965367965368,528,3,16963.2240226101,39.7987537092879,0.617969386830903,8
8,0.038292519577961,0.000149720620725798,0.123134328358209,0.264480119554388,567,0.219087159261107,6,17.7508038585209,528,4,12076.4930397656,34.0593241741766,0.374966035685173,8
8,0.000514222896522227,2.75576155114757e-05,0.289179104477612,0.906564169912146,261,0.877276615705341,3,54.3891625615763,528,5,1481.60641944515,31.8289257044722,0.50348700298886,3
16,0.0847286473523322,3.69840418713245e-05,0.821691176470588,0.662756996648854,233,0.123571389354765,6,50.8801843317972,528,1,50465.6177831176,53.09008268291,0.740965492256136,8
16,0.157078420231048,1.96849411383884e-05,0.647058823529412,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,528,2,28072.4963141386,40.9623106060606,0.605289375962322,8
16,0.0265369999462053,6.04531483683062e-05,0.330882352941176,0.532050991757993,279,0.103831926360726,6,47.7965367965368,528,3,17696.2802877841,39.7987537092879,0.617969386830903,8
16,0.0151754304459512,5.85185213256907e-05,0.378676470588235,0.264480119554388,567,0.219087159261107,6,17.7508038585209,528,4,12977.8351763356,34.0593241741766,0.374966035685173,8
16,0.000487250661429537,2.40190162892263e-05,0.485294117647059,0.906564169912146,261,0.877276615705341,3,54.3891625615763,528,5,3085.72783117527,31.8289257044722,0.50348700298886,3
32,0.00401419804665562,4.71452348475445e-05,0.676470588235294,0.662756996648854,233,0.123571389354765,6,50.8801843317972,528,1,58383.5451554889,53.09008268291,0.740965492256136,8
32,0.157969870736939,1.1678644847402e-05,0.659926470588235,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,528,2,30944.0739119443,40.9623106060606,0.605289375962322,8
32,0.0101602332712079,6.79438572832653e-05,0.676470588235294,0.532050991757993,279,0.103831926360726,6,47.7965367965368,528,3,22301.6323909551,39.7987537092879,0.617969386830903,8
32,0.0126562774602169,2.5452608524816e-05,0.483455882352941,0.264480119554388,567,0.219087159261107,6,17.7508038585209,528,4,16920.7530224979,34.0593241741766,0.374966035685173,8
32,0.00258957887008092,5.92688492860724e-05,0.397058823529412,0.906564169912146,261,0.877276615705341,3,54.3891625615763,528,5,3964.17010850867,31.8289257044722,0.50348700298886,3
64,0.0400760083234082,3.40752065112228e-05,0.642361111111111,0.662756996648854,233,0.123571389354765,6,50.8801843317972,528,1,62989.537640503,53.09008268291,0.740965492256136,8
64,0.00201837278461583,3.38592385489321e-05,0.53125,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,528,2,34287.1622834654,40.9623106060606,0.605289375962322,8
64,0.00526273067988107,6.83574242271067e-05,0.461805555555556,0.532050991757993,279,0.103831926360726,6,47.7965367965368,528,3,25102.6394083254,39.7987537092879,0.617969386830903,8
64,0.00720319034944445,0.000161371021840278,0.333333333333333,0.264480119554388,567,0.219087159261107,6,17.7508038585209,528,4,19781.9401515228,34.0593241741766,0.374966035685173,8
64,0.00176036436407242,6.71855269092419e-06,0.288194444444444,0.906564169912146,261,0.877276615705341,3,54.3891625615763,528,5,5025.40252116598,31.8289257044722,0.50348700298886,3
128,0.0017021943712126,4.32282687303096e-05,0.55625,0.662756996648854,233,0.123571389354765,6,50.8801843317972,528,1,65616.5374114091,53.09008268291,0.740965492256136,8
128,0.00365457559655153,6.19175271950155e-05,0.446875,0.542930893940766,288,0.0110041811130941,4,36.6810631229236,528,2,36097.0260686906,40.9623106060606,0.605289375962322,8
128,0.00374309362860805,2.19363486710118e-05,0.471875,0.532050991757993,279,0.103831926360726,6,47.7965367965368,528,3,27028.0293744345,39.7987537092879,0.617969386830903,8
