"S","PropError","TransRateError","propRareSample","DOS","TotalTransitions","minSampleSize","SampleSize","AverageDurationError","TruePropRare","AverageDuration","Ant","TaskNumber"
8,0.00806247557440154,5.99212903249537e-05,0,0.500158500135857,497,581.105263157895,526,8507.60834277029,0.488633275971379,32.4706419782873,9,9
16,0.036112613639215,4.88565760871591e-05,0,0.44780816954986,345,552.05,526,16780.9931392505,0.555475047550041,38.2951084989572,1,8
16,0.00942999561801649,8.12458620299498e-05,0,0.496694140023549,436,69.00625,526,13846.9409525908,0.567611629381397,40.56269367177,2,7
16,0.0214515310642606,0.000141434178852646,0.757352941176471,0.579227425052079,423,56.9123711340206,526,15815.6929876327,0.548863327597138,36.4858087501349,3,7
16,0.0155691689173904,0.000114485392069151,0.242647058823529,0.446200525314736,554,160.014492753623,526,4163.34262323393,0.453944389095191,25.888764490278,4,8
16,0.0760817491876463,2.62640661474113e-05,0.255514705882353,0.654707454034961,112,2208.2,526,176674.250869733,0.799927542795037,88.9685570909255,5,8
16,0.00223530754318298,2.99645162170731e-05,0.303308823529412,0.823419527216738,201,334.575757575758,526,10199.6555652131,0.651209129607825,31.3558501631184,6,6
16,0.0191148061756892,7.76511448892345e-05,0,0.665123177248438,417,1380.125,526,3078.5372005012,0.390816049270899,24.0353798961542,7,6
16,0.00647973386942355,4.27774773574775e-05,0,0.556278869667603,266,408.925925925926,526,26819.9164842199,0.637623403677203,46.833896440778,8,8
16,0.038277662718296,0.000134849471965153,0.242647058823529,0.500158500135857,497,581.105263157895,526,19383.7120800825,0.488633275971379,32.4706419782873,9,9
32,0.270343690453918,0.0782736269412499,0,0.44780816954986,345,552.05,526,29857.8840217665,0.555475047550041,38.2951084989572,1,8
32,0.0529516881343864,3.74976881034566e-05,0,0.496694140023549,436,69.00625,526,19423.545875238,0.567611629381397,40.56269367177,2,7
32,0.0490947284192305,8.60578733598328e-05,0,0.579227425052079,423,56.9123711340206,526,20592.8079064765,0.548863327597138,36.4858087501349,3,7
32,0.480911531881741,0.000129036004296987,0.323529411764706,0.446200525314736,554,160.014492753623,526,6579.49516266283,0.453944389095191,25.888764490278,4,8
32,0.00608240684806435,6.40494911410189e-05,0.237132352941176,0.654707454034961,112,2208.2,526,190502.768031093,0.799927542795037,88.9685570909255,5,8
32,0.00233027063398047,3.71378732836967e-05,0.402573529411765,0.823419527216738,201,334.575757575758,526,12952.7700211146,0.651209129607825,31.3558501631184,6,6
32,0.0151517128221494,7.98906739160386e-05,0,0.665123177248438,417,1380.125,526,3160.3223489438,0.390816049270899,24.0353798961542,7,6
32,0.0404939367123821,7.40375954177984e-05,0,0.556278869667603,266,408.925925925926,526,32153.7366785928,0.637623403677203,46.833896440778,8,8
32,0.0183183708917619,3.30602957370934e-05,0,0.500158500135857,497,581.105263157895,526,17319.0339163464,0.488633275971379,32.4706419782873,9,9
64,0.0165494699291587,4.69851773618342e-05,0,0.44780816954986,345,552.05,526,22881.5999583069,0.555475047550041,38.2951084989572,1,8
64,0.00406915748734146,0.000126239065567815,0,0.496694140023549,436,69.00625,526,22247.3442149635,0.567611629381397,40.56269367177,2,7
64,0.00617858054125723,9.00187183424544e-05,0,0.579227425052079,423,56.9123711340206,526,22549.8574138878,0.548863327597138,36.4858087501349,3,7
64,0.359868859645074,0.000168321408933151,0,0.446200525314736,554,160.014492753623,526,8050.27751380954,0.453944389095191,25.888764490278,4,8
64,0.308858269833542,2.04587751538036e-05,0.888888888888889,0.654707454034961,112,2208.2,526,202491.441365643,0.799927542795037,88.9685570909255,5,8
64,0.00503730571491637,3.89524543940185e-05,0.388888888888889,0.823419527216738,201,334.575757575758,526,14932.3891576989,0.651209129607825,31.3558501631184,6,6
64,0.0130125815112436,0.000114743622142394,0,0.665123177248438,417,1380.125,526,4775.36889127595,0.390816049270899,24.0353798961542,7,6
64,0.00791635365437489,2.22985395779883e-05,0,0.556278869667603,266,408.925925925926,526,35512.5141336715,0.637623403677203,46.833896440778,8,8
64,0.0145256745583424,4.24617745247867e-05,0,0.500158500135857,497,581.105263157895,526,20239.4988011641,0.488633275971379,32.4706419782873,9,9
128,0.105531720775958,1.93953906170449e-05,0,0.44780816954986,345,552.05,526,32327.7920210668,0.555475047550041,38.2951084989572,1,8
128,0.0100317853311452,4.71303083159034e-05,0,0.496694140023549,436,69.00625,526,23812.976012097,0.567611629381397,40.56269367177,2,7
128,0.00853289933606536,8.03169975545955e-05,0,0.579227425052079,423,56.9123711340206,526,23967.7079146467,0.548863327597138,36.4858087501349,3,7
128,0.0145244785743952,0.000146735080180165,0,0.446200525314736,554,160.014492753623,526,8462.83209528252,0.453944389095191,25.888764490278,4,8
128,0.0107008792428599,1.57509529509772e-05,0.21875,0.654707454034961,112,2208.2,526,203879.665248642,0.799927542795037,88.9685570909255,5,8
128,0.000892220632096512,1.64778377441099e-05,0.465625,0.823419527216738,201,334.575757575758,526,15951.086190505,0.651209129607825,31.3558501631184,6,6
128,0.0114536234685381,6.07999124440606e-05,0,0.665123177248438,417,1380.125,526,5281.75905895206,0.390816049270899,24.0353798961542,7,6
128,0.00987656560938916,4.25591737916932e-05,0,0.556278869667603,266,408.925925925926,526,37755.3791305509,0.637623403677203,46.833896440778,8,8
128,0.120675640833945,0.000210865404850108,0,0.500158500135857,497,581.105263157895,526,22313.5577902034,0.488633275971379,32.4706419782873,9,9
1,0.498094568169494,9.64998085704912e-05,0.712121212121212,0.44780816954986,345,552.05,527,19249.1512835289,0.555475047550041,38.2951084989572,1,8
1,0.205313940093725,0.000173262172794358,0.390151515151515,0.496694140023549,436,69.00625,527,10233.5893484174,0.567611629381397,40.56269367177,2,7
1,0.101735955129065,3.35959995694316e-05,0.450757575757576,0.579227425052079,423,56.9123711340206,527,2272.73922761905,0.548863327597138,36.4858087501349,3,7
1,0.212899300417401,0.000107091167146898,0.272727272727273,0.446200525314736,554,160.014492753623,527,4579.72247495287,0.453944389095191,25.888764490278,4,8
1,0.115203850459317,0.00016725538861413,0.393939393939394,0.654707454034961,112,2208.2,527,140792.343285759,0.799927542795037,88.9685570909255,5,8
1,0.0823214069999686,2.83402798751188e-05,0.439393939393939,0.823419527216738,201,334.575757575758,527,4537.63029213141,0.651209129607825,31.3558501631184,6,6
1,0.0867080447050251,2.83298843454736e-05,0.274621212121212,0.665123177248438,417,1380.125,527,5118.71764764897,0.390816049270899,24.0353798961542,7,6
1,0.419260296767868,3.19144884384525e-05,0.602272727272727,0.556278869667603,266,408.925925925926,527,12406.0210949586,0.637623403677203,46.833896440778,8,8
1,0.344236029485137,0.000349022196511792,0.90719696969697,0.500158500135857,497,581.105263157895,527,38497.997034445,0.488633275971379,32.4706419782873,9,9
2,0.0919608852932694,9.62475553148461e-05,0.49811320754717,0.44780816954986,345,552.05,527,8832.94334718162,0.555475047550041,38.2951084989572,1,8
2,0.236276626422442,0.00016438117675429,0.728301886792453,0.496694140023549,436,69.00625,527,7744.68381929722,0.567611629381397,40.56269367177,2,7
2,0.0904522055371265,7.14435321903886e-05,0.615094339622641,0.579227425052079,423,56.9123711340206,527,1839.67040804754,0.548863327597138,36.4858087501349,3,7
2,0.489118468510218,0.000159359846363351,0.728301886792453,0.446200525314736,554,160.014492753623,527,3361.00913239482,0.453944389095191,25.888764490278,4,8
2,0.308858269833542,2.04587751538036e-05,0.99622641509434,0.654707454034961,112,2208.2,527,57485.7270799292,0.799927542795037,88.9685570909255,5,8
2,0.0124617358408653,3.83275919771855e-05,0.615094339622641,0.823419527216738,201,334.575757575758,527,2149.44887842947,0.651209129607825,31.3558501631184,6,6
2,0.0517486889148227,0.0001664981850016,0,0.665123177248438,417,1380.125,527,946.945143795497,0.390816049270899,24.0353798961542,7,6
2,0.0323591844162168,2.69314273147658e-05,0.371698113207547,0.556278869667603,266,408.925925925926,527,17843.8588310371,0.637623403677203,46.833896440778,8,8
2,0.250346902394413,9.56640014187323e-05,0.737735849056604,0.500158500135857,497,581.105263157895,527,18074.3662629851,0.488633275971379,32.4706419782873,9,9
4,0.00656497420691786,0.000227888839400069,0.24812030075188,0.44780816954986,345,552.05,527,4372.82190541635,0.555475047550041,38.2951084989572,1,8
4,0.182646482741643,0.000251905952926648,0,0.496694140023549,436,69.00625,527,14895.6817350462,0.567611629381397,40.56269367177,2,7
4,0.120119788278647,0.00010736395295866,0,0.579227425052079,423,56.9123711340206,527,12651.910773762,0.548863327597138,36.4858087501349,3,7
4,0.566169712219594,0.000482117001865811,0.496240601503759,0.446200525314736,554,160.014492753623,527,7536.70791939252,0.453944389095191,25.888764490278,4,8
4,0.171457833644204,8.76372421710377e-06,0.755639097744361,0.654707454034961,112,2208.2,527,112560.020230222,0.799927542795037,88.9685570909255,5,8
4,0.0252240506547791,4.74486141186336e-05,0.49812030075188,0.823419527216738,201,334.575757575758,527,6533.70423452065,0.651209129607825,31.3558501631184,6,6
4,0.0543765621170428,0.000246764804249218,0,0.665123177248438,417,1380.125,527,3082.59069891052,0.390816049270899,24.0353798961542,7,6
4,0.0314759205511871,4.41390518470522e-05,0.656015037593985,0.556278869667603,266,408.925925925926,527,3058.22797524568,0.637623403677203,46.833896440778,8,8
4,0.276319293476563,0.000839743505174206,0,0.500158500135857,497,581.105263157895,527,22756.2652373831,0.488633275971379,32.4706419782873,9,9
8,0.14363354813776,0.000138278654817169,0.315298507462687,0.44780816954986,345,552.05,527,11331.1767323491,0.555475047550041,38.2951084989572,1,8
8,0.100370569404103,9.75876798300203e-05,0.246268656716418,0.496694140023549,436,69.00625,527,10220.6727673154,0.567611629381397,40.56269367177,2,7
8,0.0183086552253618,4.92658846226661e-05,0.246268656716418,0.579227425052079,423,56.9123711340206,527,13717.8297478569,0.548863327597138,36.4858087501349,3,7
8,0.391161107822543,9.303515210872e-05,0.272388059701493,0.446200525314736,554,160.014492753623,527,5520.14586690583,0.453944389095191,25.888764490278,4,8
8,0.206187090830396,4.84722524891782e-05,0.861940298507463,0.654707454034961,112,2208.2,527,157772.526375465,0.799927542795037,88.9685570909255,5,8
8,0.00110997191295958,1.31340780322924e-05,0.664179104477612,0.823419527216738,201,334.575757575758,527,8455.54915844477,0.651209129607825,31.3558501631184,6,6
8,0.0256268761596017,3.60027547041917e-05,0,0.665123177248438,417,1380.125,527,2159.94692166579,0.390816049270899,24.0353798961542,7,6
8,0.139232858695547,5.27194727117996e-05,0.246268656716418,0.556278869667603,266,408.925925925926,527,20102.7071200579,0.637623403677203,46.833896440778,8,8
8,0.0102395802276977,3.74275339578142e-05,0,0.500158500135857,497,581.105263157895,527,10063.452027847,0.488633275971379,32.4706419782873,9,9
16,0.00801205141596646,1.51563891680299e-05,0,0.44780816954986,345,552.05,527,14825.5323550334,0.555475047550041,38.2951084989572,1,8
16,0.0587838740402409,5.77891596386873e-05,0,0.496694140023549,436,69.00625,527,13519.065408405,0.567611629381397,40.56269367177,2,7
16,0.131631945746401,0.000151070786466524,0.242647058823529,0.579227425052079,423,56.9123711340206,527,17952.2552358595,0.548863327597138,36.4858087501349,3,7
16,0.0368380852318137,4.77510234095207e-05,0,0.446200525314736,554,160.014492753623,527,4249.29166151161,0.453944389095191,25.888764490278,4,8
16,0.0388993701112112,9.13672094402669e-05,0.303308823529412,0.654707454034961,112,2208.2,527,177354.047414184,0.799927542795037,88.9685570909255,5,8
16,0.000152384469039684,1.62451344179205e-05,0.430147058823529,0.823419527216738,201,334.575757575758,527,10395.3178990613,0.651209129607825,31.3558501631184,6,6
16,0.0248427106163461,4.32056819311924e-05,0,0.665123177248438,417,1380.125,527,2071.56962671105,0.390816049270899,24.0353798961542,7,6
16,0.0343590023895292,3.47269367104576e-05,0,0.556278869667603,266,408.925925925926,527,27911.5113652308,0.637623403677203,46.833896440778,8,8
16,0.0328880291303561,6.52811700503183e-05,0.264705882352941,0.500158500135857,497,581.105263157895,527,19117.5221407568,0.488633275971379,32.4706419782873,9,9
