"S","PropError","TransRateError","propRareSample","DOS","TotalTransitions","minSampleSize","SampleSize","AverageDurationError","TruePropRare","AverageDuration","Ant","TaskNumber"
16,0.282171421468893,0.000147716117302311,0,0.446200525314736,554,160.014492753623,587,6021.72083012149,0.453944389095191,25.888764490278,4,8
16,0.206639577120929,8.18190962060173e-06,0.820723684210526,0.654707454034961,112,2208.2,587,177532.540584076,0.799927542795037,88.9685570909255,5,8
16,0.0128700693011733,1.26522946157079e-05,0.769736842105263,0.823419527216738,201,334.575757575758,587,10507.2983896268,0.651209129607825,31.3558501631184,6,6
16,0.0268350490846448,2.62501552325667e-05,0.253289473684211,0.665123177248438,417,1380.125,587,1304.9833014402,0.390816049270899,24.0353798961542,7,6
16,0.00897214818094584,8.15746216544679e-06,0,0.556278869667603,266,408.925925925926,587,24168.0125288333,0.637623403677203,46.833896440778,8,8
16,0.0317147015103518,6.9811654822967e-05,0,0.500158500135857,497,581.105263157895,587,17874.0422446866,0.488633275971379,32.4706419782873,9,9
32,0.0159977054345478,3.45440751639207e-05,0,0.44780816954986,345,552.05,587,19260.5017401418,0.555475047550041,38.2951084989572,1,8
32,0.0196763739338721,3.5185591381103e-05,0,0.496694140023549,436,69.00625,587,18242.8758458287,0.567611629381397,40.56269367177,2,7
32,0.0103926120454895,3.67139927551727e-05,0,0.579227425052079,423,56.9123711340206,587,19462.8700718452,0.548863327597138,36.4858087501349,3,7
32,0.348826337456297,0.000321120546841934,0.207236842105263,0.446200525314736,554,160.014492753623,587,6549.63999923529,0.453944389095191,25.888764490278,4,8
32,0.0495529336963704,6.59661962254022e-06,0.532894736842105,0.654707454034961,112,2208.2,587,188658.791784991,0.799927542795037,88.9685570909255,5,8
32,0.00316634608493603,2.215701782572e-05,0.462171052631579,0.823419527216738,201,334.575757575758,587,12800.8936654365,0.651209129607825,31.3558501631184,6,6
32,0.00089294994013421,6.58561209800573e-05,0,0.665123177248438,417,1380.125,587,3795.46738781938,0.390816049270899,24.0353798961542,7,6
32,0.0142002292969544,0.000100412960877058,0,0.556278869667603,266,408.925925925926,587,31701.0119169813,0.637623403677203,46.833896440778,8,8
32,0.104586582816248,0.000765679005005795,0,0.500158500135857,497,581.105263157895,587,21475.4496553634,0.488633275971379,32.4706419782873,9,9
64,0.0204704739598452,1.32120962449978e-05,0,0.44780816954986,345,552.05,587,22618.8813946668,0.555475047550041,38.2951084989572,1,8
64,0.0481390545029505,2.21890869101132e-05,0,0.496694140023549,436,69.00625,587,21864.9749075237,0.567611629381397,40.56269367177,2,7
64,0.0362815140946768,0.00019882250947484,0.365625,0.579227425052079,423,56.9123711340206,587,22411.700824132,0.548863327597138,36.4858087501349,3,7
64,0.00963722876814867,9.6209332338836e-05,0,0.446200525314736,554,160.014492753623,587,7124.86911085998,0.453944389095191,25.888764490278,4,8
64,0.0234036238253901,0.139798428084849,0.253125,0.654707454034961,112,2208.2,587,197145.484458833,0.799927542795037,88.9685570909255,5,8
64,0.00207056342377465,9.25002433880461e-05,0.290625,0.823419527216738,201,334.575757575758,587,14913.7658304565,0.651209129607825,31.3558501631184,6,6
64,0.00468670079098922,2.01021901522281e-05,0,0.665123177248438,417,1380.125,587,4387.91697456897,0.390816049270899,24.0353798961542,7,6
64,0.0955698609085346,7.87351037199244e-05,0.5921875,0.556278869667603,266,408.925925925926,587,35861.9824774816,0.637623403677203,46.833896440778,8,8
64,0.180274685399479,3.2187282479711e-05,0,0.500158500135857,497,581.105263157895,587,28351.2780884285,0.488633275971379,32.4706419782873,9,9
128,0.0209113733800216,3.14698455030592e-05,0,0.44780816954986,345,552.05,587,24335.0603805491,0.555475047550041,38.2951084989572,1,8
128,0.0582549787966587,4.3234224392558e-05,0,0.496694140023549,436,69.00625,587,23412.3089527444,0.567611629381397,40.56269367177,2,7
128,0.00593431199727202,0.188979254954326,0,0.579227425052079,423,56.9123711340206,587,23637.3932162352,0.548863327597138,36.4858087501349,3,7
128,0.0016711415992588,0.000126928574948068,0,0.446200525314736,554,160.014492753623,587,8083.90744259952,0.453944389095191,25.888764490278,4,8
128,0.00108393280989129,7.36968887878322e-06,0.201822916666667,0.654707454034961,112,2208.2,587,202442.105990731,0.799927542795037,88.9685570909255,5,8
128,0.00588303343419318,5.19735318827183e-05,0.436197916666667,0.823419527216738,201,334.575757575758,587,15643.6411738456,0.651209129607825,31.3558501631184,6,6
128,0.00116460428630682,0.000112615034197284,0,0.665123177248438,417,1380.125,587,5051.5295578143,0.390816049270899,24.0353798961542,7,6
128,0.0132271483903749,3.15049198010631e-05,0,0.556278869667603,266,408.925925925926,587,37148.213638031,0.637623403677203,46.833896440778,8,8
128,0.0857473188608197,0.00031037563710853,0,0.500158500135857,497,581.105263157895,587,21475.1943092639,0.488633275971379,32.4706419782873,9,9
1,0.156287585262536,0.000447641743848139,0.280135823429542,0.44780816954986,345,552.05,588,9148.51285565978,0.555475047550041,38.2951084989572,1,8
1,0.256017859542326,0.563930693873201,0.609507640067912,0.496694140023549,436,69.00625,588,11255.3741899542,0.567611629381397,40.56269367177,2,7
1,0.319103151808365,0.000741580876051723,0.230899830220713,0.579227425052079,423,56.9123711340206,588,24544.0682613111,0.548863327597138,36.4858087501349,3,7
1,0.469819414230814,0.000526366385933826,0.99830220713073,0.446200525314736,554,160.014492753623,588,302485.911500363,0.453944389095191,25.888764490278,4,8
1,0.169735765536132,1.896952584573e-05,0.850594227504245,0.654707454034961,112,2208.2,588,31530.8807975566,0.799927542795037,88.9685570909255,5,8
1,0.122609183213486,2.74529107684101e-05,0.393887945670628,0.823419527216738,201,334.575757575758,588,630.968683654229,0.651209129607825,31.3558501631184,6,6
1,0.129065238035493,3.32948929730541e-05,0.551782682512733,0.665123177248438,417,1380.125,588,1759.22332651324,0.390816049270899,24.0353798961542,7,6
1,0.336666987979958,0.000385707239163293,0.244482173174873,0.556278869667603,266,408.925925925926,588,36432.9414973713,0.637623403677203,46.833896440778,8,8
1,0.0293904699259258,0.00019042421466058,0,0.500158500135857,497,581.105263157895,588,12708.5068659847,0.488633275971379,32.4706419782873,9,9
2,0.345634948863635,9.15613174236228e-05,0.669491525423729,0.44780816954986,345,552.05,588,11681.807461094,0.555475047550041,38.2951084989572,1,8
2,0.169934650021277,0.000250645728592576,0.498305084745763,0.496694140023549,436,69.00625,588,45864.9111782059,0.567611629381397,40.56269367177,2,7
2,0.0355600516979809,0.000249236102647326,0.708474576271186,0.579227425052079,423,56.9123711340206,588,5424.18976623558,0.548863327597138,36.4858087501349,3,7
2,0.260715193063386,0.000164566037144879,0.420338983050847,0.446200525314736,554,160.014492753623,588,3223.31786880572,0.453944389095191,25.888764490278,4,8
2,0.13767782290019,7.74186967263726e-06,0.554237288135593,0.654707454034961,112,2208.2,588,115095.350942514,0.799927542795037,88.9685570909255,5,8
2,0.00679776656887791,5.46520781224943e-05,0.857627118644068,0.823419527216738,201,334.575757575758,588,2400.86068108107,0.651209129607825,31.3558501631184,6,6
2,0.103093043932184,0.000193679577558947,0.476271186440678,0.665123177248438,417,1380.125,588,4483.22417369309,0.390816049270899,24.0353798961542,7,6
2,0.293688375714573,2.19204387467081e-05,0.498305084745763,0.556278869667603,266,408.925925925926,588,25900.5662070024,0.637623403677203,46.833896440778,8,8
2,0.230756723535138,0.000318345098058729,0.749152542372881,0.500158500135857,497,581.105263157895,588,5489.2768123222,0.488633275971379,32.4706419782873,9,9
4,0.115146928786394,7.1464228708985e-06,0.238175675675676,0.44780816954986,345,552.05,588,7154.9762849936,0.555475047550041,38.2951084989572,1,8
4,0.078000807889755,7.71886572043111e-05,0.248310810810811,0.496694140023549,436,69.00625,588,11712.5158318249,0.567611629381397,40.56269367177,2,7
4,0.0524077313395262,0.000141280328618661,0.248310810810811,0.579227425052079,423,56.9123711340206,588,24344.2083435679,0.548863327597138,36.4858087501349,3,7
4,0.0419617198510812,0.00057605701627693,0,0.446200525314736,554,160.014492753623,588,8129.13483438418,0.453944389095191,25.888764490278,4,8
4,0.113949844986375,2.10908874810475e-05,0.744932432432432,0.654707454034961,112,2208.2,588,137207.604528807,0.799927542795037,88.9685570909255,5,8
4,0.00482061665881798,3.69984273670184e-06,0.836148648648649,0.823419527216738,201,334.575757575758,588,4191.53286417249,0.651209129607825,31.3558501631184,6,6
4,0.172317084718257,0.00013696943543763,0.454391891891892,0.665123177248438,417,1380.125,588,14038.7387754919,0.390816049270899,24.0353798961542,7,6
4,0.0274501073683384,0.000147640324310832,0.248310810810811,0.556278869667603,266,408.925925925926,588,7781.41874018312,0.637623403677203,46.833896440778,8,8
4,0.140355299818458,0.00070103318349298,0,0.500158500135857,497,581.105263157895,588,19845.2082073765,0.488633275971379,32.4706419782873,9,9
8,0.0474295007289693,2.33781940867552e-05,0,0.44780816954986,345,552.05,588,7563.56884067935,0.555475047550041,38.2951084989572,1,8
8,0.212738538454174,3.99325677662525e-05,0.43,0.496694140023549,436,69.00625,588,15271.0837902405,0.567611629381397,40.56269367177,2,7
8,0.0298861716375009,3.31259666917745e-05,0.246666666666667,0.579227425052079,423,56.9123711340206,588,12981.1398150078,0.548863327597138,36.4858087501349,3,7
8,0.0288996638105562,0.000107288648489442,0,0.446200525314736,554,160.014492753623,588,2017.66446221313,0.453944389095191,25.888764490278,4,8
8,0.0598586329258779,1.18837056820181e-05,0.616666666666667,0.654707454034961,112,2208.2,588,138089.316161868,0.799927542795037,88.9685570909255,5,8
8,0.000644084081331628,1.51846807931597e-05,0.496666666666667,0.823419527216738,201,334.575757575758,588,7162.6500652263,0.651209129607825,31.3558501631184,6,6
8,0.0169854934051994,1.81916935747139e-05,0.246666666666667,0.665123177248438,417,1380.125,588,1728.78070173566,0.390816049270899,24.0353798961542,7,6
8,0.0932309115778709,0.000274496571808507,0.246666666666667,0.556278869667603,266,408.925925925926,588,21319.4923295274,0.637623403677203,46.833896440778,8,8
8,0.0699417549314638,0.000167554938638143,0.46,0.500158500135857,497,581.105263157895,588,5805.9227652256,0.488633275971379,32.4706419782873,9,9
16,0.0163837290554361,9.13197453960427e-05,0,0.44780816954986,345,552.05,588,14509.999394282,0.555475047550041,38.2951084989572,1,8
16,0.0687073986728,4.17801061663548e-05,0,0.496694140023549,436,69.00625,588,13789.0121014252,0.567611629381397,40.56269367177,2,7
16,0.0867922171466064,0.000107774632855987,0,0.579227425052079,423,56.9123711340206,588,15319.2307449783,0.548863327597138,36.4858087501349,3,7
16,0.0344519733541929,0.000110731494561083,0.261513157894737,0.446200525314736,554,160.014492753623,588,3638.93342389792,0.453944389095191,25.888764490278,4,8
16,0.010425821064001,1.04382892221255e-05,0.5,0.654707454034961,112,2208.2,588,169125.841810731,0.799927542795037,88.9685570909255,5,8
16,0.0175742008165246,2.71501344125102e-05,0.475328947368421,0.823419527216738,201,334.575757575758,588,9576.92658998442,0.651209129607825,31.3558501631184,6,6
16,0.0937702401025316,7.72875959318819e-05,0,0.665123177248438,417,1380.125,588,2101.66035319014,0.390816049270899,24.0353798961542,7,6
16,0.0040054791071986,4.63006405994516e-05,0.320723684210526,0.556278869667603,266,408.925925925926,588,27440.4010221973,0.637623403677203,46.833896440778,8,8
16,0.00866366447074067,5.40149301473125e-05,0,0.500158500135857,497,581.105263157895,588,14926.0981761991,0.488633275971379,32.4706419782873,9,9
32,0.217423428854362,2.31696768424567e-05,0.366776315789474,0.44780816954986,345,552.05,588,20697.7311149323,0.555475047550041,38.2951084989572,1,8
32,0.0274119715793204,8.24008372911286e-05,0,0.496694140023549,436,69.00625,588,19219.5297464737,0.567611629381397,40.56269367177,2,7
32,0.0220555667261564,0.000273020625804156,0.208881578947368,0.579227425052079,423,56.9123711340206,588,20239.311704514,0.548863327597138,36.4858087501349,3,7
32,0.527679230264605,0.000241865292104681,0.296052631578947,0.446200525314736,554,160.014492753623,588,7070.74379474689,0.453944389095191,25.888764490278,4,8
32,0.0369886077693892,8.16904160525112e-06,0.503289473684211,0.654707454034961,112,2208.2,588,186664.468247631,0.799927542795037,88.9685570909255,5,8
32,0.023445923718065,6.27222291005307e-05,0.899671052631579,0.823419527216738,201,334.575757575758,588,12782.2242351455,0.651209129607825,31.3558501631184,6,6
32,0.0143827248250399,5.15159600856469e-05,0,0.665123177248438,417,1380.125,588,3292.11608729685,0.390816049270899,24.0353798961542,7,6
32,0.0199048670542586,5.30664068118791e-05,0,0.556278869667603,266,408.925925925926,588,30963.4633811831,0.637623403677203,46.833896440778,8,8
32,0.133493795815517,0.000668536631245423,0,0.500158500135857,497,581.105263157895,588,20868.2090464539,0.488633275971379,32.4706419782873,9,9
64,0.228585703082519,4.43179335401357e-05,0.4703125,0.44780816954986,345,552.05,588,23427.8950647141,0.555475047550041,38.2951084989572,1,8
64,0.171057340873455,0.000119351661925125,0.196875,0.496694140023549,436,69.00625,588,21855.7195382931,0.567611629381397,40.56269367177,2,7
64,0.00848767195162217,6.35759286365565e-05,0,0.579227425052079,423,56.9123711340206,588,22051.8473823607,0.548863327597138,36.4858087501349,3,7
64,0.37768993540082,0.000230151021323412,0,0.446200525314736,554,160.014492753623,588,8400.06662266315,0.453944389095191,25.888764490278,4,8
64,0.0761930630776971,5.52240425761532e-06,0.196875,0.654707454034961,112,2208.2,588,197662.923596037,0.799927542795037,88.9685570909255,5,8
64,0.00209230870944389,2.91815946415389e-05,0.2390625,0.823419527216738,201,334.575757575758,588,14694.9059782757,0.651209129607825,31.3558501631184,6,6
64,0.00122247007590621,3.83521127890666e-05,0,0.665123177248438,417,1380.125,588,4515.99840547306,0.390816049270899,24.0353798961542,7,6
64,0.0104944576399515,8.56949819229131e-05,0.1984375,0.556278869667603,266,408.925925925926,588,35200.4854299259,0.637623403677203,46.833896440778,8,8
64,0.142299580586519,0.000571054931005101,0,0.500158500135857,497,581.105263157895,588,22016.3235932855,0.488633275971379,32.4706419782873,9,9
128,0.0196802341885987,7.51962473801537e-05,0,0.44780816954986,345,552.05,588,24347.0668538335,0.555475047550041,38.2951084989572,1,8
128,0.0119238872260356,3.95947800062932e-05,0,0.496694140023549,436,69.00625,588,23288.3796701239,0.567611629381397,40.56269367177,2,7
128,0.164562820139509,9.6503793524765e-05,0.192708333333333,0.579227425052079,423,56.9123711340206,588,24013.5052097904,0.548863327597138,36.4858087501349,3,7
128,0.0124630355202125,0.000149323131671304,0.188802083333333,0.446200525314736,554,160.014492753623,588,8146.94082833024,0.453944389095191,25.888764490278,4,8
128,0.308858269833542,2.04587751538036e-05,0.833333333333333,0.654707454034961,112,2208.2,588,204967.727079929,0.799927542795037,88.9685570909255,5,8
128,0.000479108839925215,3.33143864248793e-05,0.3515625,0.823419527216738,201,334.575757575758,588,15747.94724872,0.651209129607825,31.3558501631184,6,6
128,0.00573063896316467,1.01748131603538e-05,0,0.665123177248438,417,1380.125,588,5083.96927616858,0.390816049270899,24.0353798961542,7,6
128,0.00528898175224766,3.23611035706491e-05,0,0.556278869667603,266,408.925925925926,588,37254.2108889835,0.637623403677203,46.833896440778,8,8
128,0.0252650198411147,4.09758219310098e-05,0,0.500158500135857,497,581.105263157895,588,22576.1831811985,0.488633275971379,32.4706419782873,9,9
1,0.238564297875842,5.4406780145151e-05,0.68135593220339,0.44780816954986,345,552.05,589,33297.7727382584,0.555475047550041,38.2951084989572,1,8
1,0.460628583387887,0.00020288257278801,0.791525423728814,0.496694140023549,436,69.00625,589,27105.6697749281,0.567611629381397,40.56269367177,2,7
1,0.076188237575491,3.51324134913333e-05,0.41864406779661,0.579227425052079,423,56.9123711340206,589,1873.80549148168,0.548863327597138,36.4858087501349,3,7
1,0.0889587349920221,0.000330638040446508,0,0.446200525314736,554,160.014492753623,589,7469.55168609425,0.453944389095191,25.888764490278,4,8
1,0.397545769868477,4.37365145704842e-05,0.73728813559322,0.654707454034961,112,2208.2,589,156288.913441102,0.799927542795037,88.9685570909255,5,8
1,0.000218207297043633,1.43072044047377e-05,0.738983050847458,0.823419527216738,201,334.575757575758,589,1250.3068390283,0.651209129607825,31.3558501631184,6,6
1,0.0865347614956347,0.000131596603547981,0.525423728813559,0.665123177248438,417,1380.125,589,1418.29373018273,0.390816049270899,24.0353798961542,7,6
1,0.08894471998954,0.000324677186164869,0.598305084745763,0.556278869667603,266,408.925925925926,589,29798.9411826256,0.637623403677203,46.833896440778,8,8
1,0.132621667105718,0.000179347169715285,0.683050847457627,0.500158500135857,497,581.105263157895,589,18119.8729920081,0.488633275971379,32.4706419782873,9,9
2,0.415957571534806,0.000113691012023118,0.745762711864407,0.44780816954986,345,552.05,589,16854.747461094,0.555475047550041,38.2951084989572,1,8
2,0.198951342812179,7.22085132120884e-05,0.459322033898305,0.496694140023549,436,69.00625,589,17164.608094096,0.567611629381397,40.56269367177,2,7
2,0.159326696025017,0.000265461454211699,0.625423728813559,0.579227425052079,423,56.9123711340206,589,7751.36279137512,0.548863327597138,36.4858087501349,3,7
2,0.199011602465438,0.000107589480503543,0,0.446200525314736,554,160.014492753623,589,4726.25250022941,0.453944389095191,25.888764490278,4,8
2,0.141054972992155,2.03710181585169e-05,0.627118644067797,0.654707454034961,112,2208.2,589,95678.8232903313,0.799927542795037,88.9685570909255,5,8
2,0.0296756778341094,2.63754644352339e-05,0.561016949152542,0.823419527216738,201,334.575757575758,589,1120.35822067976,0.651209129607825,31.3558501631184,6,6
2,0.0899473137625684,7.63809580470027e-05,0.257627118644068,0.665123177248438,417,1380.125,589,769.480536824123,0.390816049270899,24.0353798961542,7,6
2,0.277359397546631,5.71277593721746e-05,0.876271186440678,0.556278869667603,266,408.925925925926,589,30712.3740988247,0.637623403677203,46.833896440778,8,8
2,0.422261038293542,0.000327671701948851,0.669491525423729,0.500158500135857,497,581.105263157895,589,4282.54657727946,0.488633275971379,32.4706419782873,9,9
4,0.0257867724682481,7.28811276418432e-05,0,0.44780816954986,345,552.05,589,12684.5296035714,0.555475047550041,38.2951084989572,1,8
4,0.265379607096506,0.000102564836707053,0.488175675675676,0.496694140023549,436,69.00625,589,14731.1804283702,0.567611629381397,40.56269367177,2,7
4,0.10721563082627,0.000153264528679479,0.586148648648649,0.579227425052079,423,56.9123711340206,589,6387.88821196643,0.548863327597138,36.4858087501349,3,7
4,0.112520369021474,1.28567209557275e-05,0.248310810810811,0.446200525314736,554,160.014492753623,589,5269.04818777287,0.453944389095191,25.888764490278,4,8
4,0.0688436610339405,6.27017176362104e-06,0.744932432432432,0.654707454034961,112,2208.2,589,88389.0936043483,0.799927542795037,88.9685570909255,5,8
4,0.0172421818664736,6.79805761209075e-06,0.668918918918919,0.823419527216738,201,334.575757575758,589,2828.05922717695,0.651209129607825,31.3558501631184,6,6
4,0.150751169348291,0.000212857493582651,0.532094594594595,0.665123177248438,417,1380.125,589,9872.03736913084,0.390816049270899,24.0353798961542,7,6
4,0.0258271022535443,7.70611714388837e-05,0.469594594594595,0.556278869667603,266,408.925925925926,589,8653.77580870017,0.637623403677203,46.833896440778,8,8
4,0.204540967881227,0.000312542919883791,0.733108108108108,0.500158500135857,497,581.105263157895,589,1881.1003749837,0.488633275971379,32.4706419782873,9,9
8,0.0878399620579795,6.94095267502078e-05,0.205,0.44780816954986,345,552.05,589,17417.498618498,0.555475047550041,38.2951084989572,1,8
8,0.0360433709832248,5.96758246713044e-05,0.37,0.496694140023549,436,69.00625,589,8224.55027162575,0.567611629381397,40.56269367177,2,7
8,0.0790905317193765,0.000157646798601314,0.246666666666667,0.579227425052079,423,56.9123711340206,589,14320.3400104184,0.548863327597138,36.4858087501349,3,7
8,0.449746867008425,0.000355681386735341,0.491666666666667,0.446200525314736,554,160.014492753623,589,4517.69587687052,0.453944389095191,25.888764490278,4,8
8,0.280820811159686,2.300615045242e-05,0.955,0.654707454034961,112,2208.2,589,154383.564133501,0.799927542795037,88.9685570909255,5,8
8,0.0265339831395864,7.32822559941388e-05,0.701666666666667,0.823419527216738,201,334.575757575758,589,5703.86813281543,0.651209129607825,31.3558501631184,6,6
8,0.103167531613408,3.11479797896711e-05,0,0.665123177248438,417,1380.125,589,1814.35554739816,0.390816049270899,24.0353798961542,7,6
8,0.0357934464187908,3.76614797130311e-05,0.235,0.556278869667603,266,408.925925925926,589,19492.2876456437,0.637623403677203,46.833896440778,8,8
8,0.0642112495467595,0.000288591575176277,0.378333333333333,0.500158500135857,497,581.105263157895,589,18753.5575530383,0.488633275971379,32.4706419782873,9,9
16,0.0426464649292087,6.88908514712869e-05,0,0.44780816954986,345,552.05,589,16183.5715960928,0.555475047550041,38.2951084989572,1,8
16,0.0137392723463558,6.31199629085632e-05,0,0.496694140023549,436,69.00625,589,13291.2761027511,0.567611629381397,40.56269367177,2,7
16,0.0436187392689118,0.000174837769978402,0.243421052631579,0.579227425052079,423,56.9123711340206,589,14888.0308366471,0.548863327597138,36.4858087501349,3,7
16,0.0182215436263024,8.84995266764554e-05,0,0.446200525314736,554,160.014492753623,589,5403.75207574545,0.453944389095191,25.888764490278,4,8
16,0.0779631059550198,1.0866254474688e-05,0.365131578947368,0.654707454034961,112,2208.2,589,172573.600769946,0.799927542795037,88.9685570909255,5,8
16,0.0150015512752934,5.49266336148576e-06,0.425986842105263,0.823419527216738,201,334.575757575758,589,10054.7819921331,0.651209129607825,31.3558501631184,6,6
16,0.0125768295137103,7.79848484991607e-05,0,0.665123177248438,417,1380.125,589,1322.87225704883,0.390816049270899,24.0353798961542,7,6
16,0.0549913773874911,7.21682456658721e-05,0.547697368421053,0.556278869667603,266,408.925925925926,589,25632.1357337006,0.637623403677203,46.833896440778,8,8
16,0.0311164458859704,9.88373126589008e-05,0,0.500158500135857,497,581.105263157895,589,18753.0549910343,0.488633275971379,32.4706419782873,9,9
32,0.183859152375684,8.80809488263137e-05,0.506578947368421,0.44780816954986,345,552.05,589,20403.704687876,0.555475047550041,38.2951084989572,1,8
32,0.173304585767382,0.000118381455722598,0,0.496694140023549,436,69.00625,589,18522.730748808,0.567611629381397,40.56269367177,2,7
32,0.0419722828717015,0.000137214961594242,0.402960526315789,0.579227425052079,423,56.9123711340206,589,19782.6575264707,0.548863327597138,36.4858087501349,3,7
32,0.315416387643464,0.000124531218352778,0,0.446200525314736,554,160.014492753623,589,6186.50937689971,0.453944389095191,25.888764490278,4,8
32,0.204172333738239,1.15257257544548e-05,0.786184210526316,0.654707454034961,112,2208.2,589,189256.742956388,0.799927542795037,88.9685570909255,5,8
32,0.00473246090836072,2.99511532473136e-05,0.53125,0.823419527216738,201,334.575757575758,589,13144.1281519767,0.651209129607825,31.3558501631184,6,6
32,0.0015770441352694,6.11669729944626e-05,0,0.665123177248438,417,1380.125,589,3394.29872525013,0.390816049270899,24.0353798961542,7,6
32,0.285318109859415,0.000103211926604269,0.851973684210526,0.556278869667603,266,408.925925925926,589,36934.4683331813,0.637623403677203,46.833896440778,8,8
32,0.0395413814279534,1.37503617424981e-05,0,0.500158500135857,497,581.105263157895,589,20958.2778552292,0.488633275971379,32.4706419782873,9,9
64,0.0272541109575647,4.92372120346584e-05,0,0.44780816954986,345,552.05,589,22523.8816755087,0.555475047550041,38.2951084989572,1,8
64,0.139164542956621,0.000101222127846338,0.259375,0.496694140023549,436,69.00625,589,21942.0569362525,0.567611629381397,40.56269367177,2,7
64,0.00338693213843568,8.81867895753301e-05,0,0.579227425052079,423,56.9123711340206,589,22166.0939154499,0.548863327597138,36.4858087501349,3,7
64,0.307694364695154,0.000220188799897185,0,0.446200525314736,554,160.014492753623,589,8037.85831984159,0.453944389095191,25.888764490278,4,8
64,0.0130230376914683,1.88615110876853e-05,0.253125,0.654707454034961,112,2208.2,589,197384.481807965,0.799927542795037,88.9685570909255,5,8
64,0.00177139485412796,2.53299797536799e-05,0.453125,0.823419527216738,201,334.575757575758,589,14480.3102915942,0.651209129607825,31.3558501631184,6,6
64,0.0140288954821991,2.35961882349914e-05,0,0.665123177248438,417,1380.125,589,4414.82512302393,0.390816049270899,24.0353798961542,7,6
64,0.00816751497461518,2.68517300487258e-05,0.24375,0.556278869667603,266,408.925925925926,589,34860.6355331717,0.637623403677203,46.833896440778,8,8
64,0.0183505181003213,8.8245218123065e-05,0,0.500158500135857,497,581.105263157895,589,20083.4853011566,0.488633275971379,32.4706419782873,9,9
128,0.00749388357992985,2.51700842438889e-05,0,0.44780816954986,345,552.05,589,24371.4019389171,0.555475047550041,38.2951084989572,1,8
128,0.181110350341497,8.24167935523941e-05,0.356770833333333,0.496694140023549,436,69.00625,589,23599.0262583358,0.567611629381397,40.56269367177,2,7
128,0.00106853383943986,0.000164853660285588,0,0.579227425052079,423,56.9123711340206,589,23454.2809978123,0.548863327597138,36.4858087501349,3,7
128,0.00300007369397962,9.0013831392797e-05,0,0.446200525314736,554,160.014492753623,589,7997.42300858018,0.453944389095191,25.888764490278,4,8
128,0.00084580802570621,2.64790384055471e-05,0.360677083333333,0.654707454034961,112,2208.2,589,202598.115831029,0.799927542795037,88.9685570909255,5,8
128,0.000290456529785735,1.61427275935914e-05,0,0.823419527216738,201,334.575757575758,589,15535.9256060374,0.651209129607825,31.3558501631184,6,6
128,0.0176292808681948,5.22341774757464e-05,0,0.665123177248438,417,1380.125,589,5061.523430458,0.390816049270899,24.0353798961542,7,6
128,0.356411694344857,7.17984050916844e-05,0.623697916666667,0.556278869667603,266,408.925925925926,589,48689.8487025441,0.637623403677203,46.833896440778,8,8
128,0.000548559955800909,5.08020343155311e-05,0,0.500158500135857,497,581.105263157895,589,21335.8799563874,0.488633275971379,32.4706419782873,9,9
1,0.539699566869152,0.000123374776820262,0.883248730964467,0.44780816954986,345,552.05,590,30026.3858449324,0.555475047550041,38.2951084989572,1,8
1,0.36656829772049,0.000223461981039636,0.840947546531303,0.496694140023549,436,69.00625,590,27322.5433612878,0.567611629381397,40.56269367177,2,7
1,0.235502917140642,8.90673356530353e-05,0.666666666666667,0.579227425052079,423,56.9123711340206,590,2181.20660665479,0.548863327597138,36.4858087501349,3,7
1,0.0524572904853665,0.000463620444680831,0,0.446200525314736,554,160.014492753623,590,2628.72550232936,0.453944389095191,25.888764490278,4,8
1,0.067998304179943,1.93402261587687e-05,0.998307952622673,0.654707454034961,112,2208.2,590,6895.75882596091,0.799927542795037,88.9685570909255,5,8
1,0.0329818026379227,7.96818142793026e-05,0.991539763113367,0.823419527216738,201,334.575757575758,590,28163.7979958291,0.651209129607825,31.3558501631184,6,6
1,0.0821438569909632,0.000546803545885468,0,0.665123177248438,417,1380.125,590,3934.82904640885,0.390816049270899,24.0353798961542,7,6
1,0.224309811689863,5.448314258401e-05,0.668358714043993,0.556278869667603,266,408.925925925926,590,29703.1327151474,0.637623403677203,46.833896440778,8,8
1,0.340789734659632,0.00134223327571058,0,0.500158500135857,497,581.105263157895,590,23429.695977826,0.488633275971379,32.4706419782873,9,9
2,0.131271559078806,6.71324993681256e-05,0.211148648648649,0.44780816954986,345,552.05,590,11050.4428946695,0.555475047550041,38.2951084989572,1,8
2,0.212298541222023,0.000143677876867157,0.697635135135135,0.496694140023549,436,69.00625,590,7989.07047374181,0.567611629381397,40.56269367177,2,7
2,0.269706857997683,0.0001174260261894,0.868243243243243,0.579227425052079,423,56.9123711340206,590,2455.22287245806,0.548863327597138,36.4858087501349,3,7
2,0.375753061925243,0.000223375686698641,0.743243243243243,0.446200525314736,554,160.014492753623,590,15198.7127284386,0.453944389095191,25.888764490278,4,8
2,0.0678022060712014,2.04587751538036e-05,0.996621621621622,0.654707454034961,112,2208.2,590,37187.3302545323,0.799927542795037,88.9685570909255,5,8
2,0.011362941950455,3.10180380084596e-05,0.930743243243243,0.823419527216738,201,334.575757575758,590,3632.86795511169,0.651209129607825,31.3558501631184,6,6
2,0.302105628582114,2.00020946286412e-05,0,0.665123177248438,417,1380.125,590,2358.08680084379,0.390816049270899,24.0353798961542,7,6
