Analyst,Colony,Date,AntID,SegmentNumber,Time,Chamber,NestLocation,NestType,XCoord,YCoord,Task
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:06:58,Nest,R,R,1050.602389,226.7116041,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:06:59,Nest,R,R,1050.602389,226.7116041,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:00,Nest,R,R,1048.418089,235.4488055,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:01,Nest,R,R,1054.97099,228.8959044,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:02,Nest,R,R,1044.691617,215.7095808,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:03,Nest,R,R,1024.571856,230.0808383,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:04,Nest,R,R,1005.889222,244.4520958,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:05,Nest,R,R,1011.637725,234.3922156,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:06,Nest,R,R,1008.763473,232.9550898,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:07,Nest,R,R,1011.637725,224.3323353,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:08,Nest,R,R,1008.763473,234.3922156,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:09,Nest,R,R,1008.763473,228.6437126,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:10,Nest,R,R,1007.326347,231.5179641,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:11,Nest,R,R,1010.200599,221.4580838,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:12,Nest,R,R,1004.452096,214.2724551,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:13,Nest,R,R,1000.140719,188.4041916,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:14,Nest,R,R,990.0808383,149.6017964,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:15,Nest,R,R,982.8952096,133.7934132,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:16,Nest,R,R,991.5179641,158.2245509,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:17,Nest,R,R,994.3922156,152.4760479,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:18,Nest,R,R,942.6556886,73.43413174,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:19,Nest,R,R,859.3023952,28.88323353,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:20,Foraging Arena,R,R,760.1407186,31.75748503,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:21,Foraging Arena,R,R,732.8353293,40.38023952,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:22,Foraging Arena,R,R,741.4580838,33.19461078,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:23,Foraging Arena,R,R,744.3323353,34.63173653,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:24,Foraging Arena,R,R,754.3922156,33.19461078,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:25,Foraging Arena,R,R,755.8293413,31.75748503,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:26,Foraging Arena,R,R,721.3383234,43.25449102,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:27,Foraging Arena,R,R,729.9610778,43.25449102,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:28,Foraging Arena,R,R,729.9610778,44.69161677,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:29,Foraging Arena,R,R,705.5299401,59.06287425,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:30,Foraging Arena,R,R,694.0329341,66.24850299,Exploring
Gailan_Khanania,17-13,04_22_2022,PPP,1,0:07:31,Foraging Arena,R,R,676.7874251,82.05688623,Exploring
