Analyst,Colony,Date,AntID,SegmentNumber,Time,Chamber,NestLocation,NestType,XCoord,YCoord,Task
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:06:58,Nest,R,R,1015.785962,406.9818024,Self Maintenance
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:06:59,Nest,R,R,1017.033795,406.9818024,Self Maintenance
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:07:00,Nest,R,R,1017.033795,406.9818024,Self Maintenance
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:07:01,Nest,R,R,1017.033795,406.9818024,Self Maintenance
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:07:02,Nest,R,R,1020.777296,404.4861352,Self Maintenance
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:07:03,Nest,R,R,1019.529463,404.4861352,Self Maintenance
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:07:04,Nest,R,R,1018.281629,404.4861352,Self Maintenance
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:07:05,Nest,R,R,1018.281629,404.4861352,Self Maintenance
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:07:06,Nest,R,R,1018.281629,404.4861352,Self Maintenance
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:07:07,Nest,R,R,1018.281629,404.4861352,Self Maintenance
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:07:08,Nest,R,R,1018.281629,404.4861352,Self Maintenance
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:07:09,Nest,R,R,1018.281629,404.4861352,Self Maintenance
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:07:10,Nest,R,R,1017.033795,403.2383016,Self Maintenance
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:07:11,Nest,R,R,1010.794627,405.7339688,Self Maintenance
Nate_Maslanka,17-25,04_09_2022,YYW,1,0:07:12,Nest,R,R,1012.042461,401.9904679,Trash Maintenance
