"","Colony","AntID","Date","Analyst","numUniqueTasks","degreeOfSpecialization","propResting","propBrood","propExploring","propAllogrooming","propAntennatingNestmate","propTrashMaintenance","propNestMaintenance","propSelfMaintenance","propFoodProcessing","numberOfTaskSwitches","numberOfAntennations","interboutInterval","boutLengthBC","boutLengthR","boutLengthFP","boutLengthTM","boutLengthAN","boutLengthNM","boutLengthSM","boutLengthE","boutLengthA","velocity","movementAreaForaging","movementAreaNest","colonySize","totalMass","sinuosityTrailNest","sinuosityTrailForaging","session","exploringLengthForaging","exploringLengthNest","probStop","probReturn","bcDistance","eDistance","fpDistance","rDistance","tmDistance","anDistance","nmDistance","smDistance","aDistance","bcSpeed","eSpeed","fpSpeed","rSpeed","tmSpeed","anSpeed","nmSpeed","smSpeed","aSpeed","bcTime","eTime","fpTime","rTime","tmTime","anTime","nmTime","smTime","aTime","bcjoulesPerMG","ejoulesPerMG","fpjoulesPerMG","rjoulesPerMG","tmjoulesPerMG","anjoulesPerMG","nmjoulesPerMG","smjoulesPerMG","ajoulesPerMG"
"124","17-12","BBB","04_22_2022","Divya_Murala",6,0.735385144429161,0,0.063273727647868,0.764786795048143,0,0.00687757909215956,0.0426409903713893,0,0.015130674002751,0.107290233837689,32,1,14.2048611111111,46,0,9.75,6.2,5,0,5.5,37.0666666666667,0,54.5911273814531,128875.652477075,322055.440416479,55,0.199,0.115247786483348,0.217442531444895,1,2000.25235673829,32196.1458622805,NA,NA,0.00405331605008349,3.63141030984967,0.471478623367102,NA,0.188011121299996,0.0133641323434078,NA,0.019045960951564,NA,8.81155663061627e-05,0.00653131350692386,0.00604459773547567,NA,0.00606487488064503,0.00267282646868155,NA,0.00173145099559673,NA,46,556,78,0,31,5,0,11,0,3.14642596196471,4.03537250450526,3.96822195190446,0,3.97101952203299,3.50302990946243,0,3.37315147335916,0
"125","17-22","YYW","04_09_2022","Divya_Murala",5,0.745127436281859,0.599700149925038,0.284857571214393,0.103448275862069,0,0.00599700149925037,0,0,0.00599700149925037,0,13,1,9.5,95,66.6666666666667,0,0,4,0,4,23,0,3.12505342990508,NA,24304.4054787288,66,0.3205,0.521526417221597,NA,1,NA,897.527737285818,0.791666666666667,0.0833333333333333,0.0354145069857818,0.10316165675533,0,0.0923795354140016,NA,0.00057163151562604,NA,0.00139869830926973,NA,0.000186392142030431,0.00149509647471492,NA,0.000230948838535004,NA,0.00014290787890651,NA,0.000349674577317432,NA,190,69,0,400,0,4,0,4,0,3.1599848535288,3.3405424279615,NA,3.16613219242321,0,3.15398547469314,0,3.18251238685056,0
"126","17-8","GPB","21_01_2022","Divya_Murala",7,0.579647676161919,0.125937031484258,0,0.596701649175412,0,0.0149925037481259,0.0659670164917541,0.0344827586206897,0.0359820089955022,0.125937031484258,34,2,14.8333333333333,0,28,14,11,5,23,8,26.5333333333333,0,40.026842480331,296591.94155716,118716,53,0.3221,0.305581941454614,0.156649561653038,1,14365.038220424,3145.76230954486,0.0777777777777778,0.172222222222222,NA,1.96002846607582,0.357210503735704,0.161642240984895,0.227317210993418,0.0326118730070215,0.038991964848166,0.0631306916768745,NA,NA,0.00492469463838145,0.00425250599685362,0.00192431239267732,0.0051663002498504,0.00326118730070215,0.00169530281948548,0.00263044548653644,NA,0,398,84,84,44,10,23,24,0,0,3.8137126546087,3.72097302836591,3.39975991744305,3.84704617547103,3.58420409225354,3.36816422999501,3.49718274662581,0
"127","17-11","YGY","03_24_2022","Gailan_khanania",8,0.502061469265367,0.443778110944528,0.164917541229385,0.0419790104947526,0.0134932533733133,0.0254872563718141,0.170914542728636,0,0.106446776611694,0.0329835082458771,25,3,3.90625,110,98.6666666666667,11,38,5.66666666666667,0,11.8333333333333,4.66666666666667,9,5.46735551108147,134629.411401957,882.624349039929,48,0.2707,0.94840666885623,0.684183481202377,1,462.47856878847,NA,0.119047619047619,0.166666666666667,0.0117233837900941,0.0458536797816727,0.0403648290867336,0.100761168225863,0.0479260468972448,0.0192241011884888,NA,0.118121331844356,0.00326381952511542,0.000106576216273582,0.00163763142077403,0.00183476495848789,0.000340409352114403,0.00042040392015127,0.00113082948167581,NA,0.0016636807302022,0.000362646613901713,110,28,22,296,114,17,0,71,9,3.14897291630521,3.36020749935279,3.38740535643938,3.18123409461338,3.19227067851687,3.29028572515521,0,3.36380143574356,3.18430209549797
"128","17-13","GRB","04_22_2022","Gailan_Khanania",6,0.639055472263868,0.101949025487256,0,0.679160419790105,0,0.0119940029985007,0,0.0329835082458771,0.106446776611694,0.0674662668665667,45,4,11.40625,0,17,15,0,2,22,5.91666666666667,21.5714285714286,0,40.2261664357719,353591.796054255,151452.744812834,24,0.1294,0.201786386732088,0.174638639086298,1,21052.1990768253,2227.02548659572,0.0523809523809524,0.278571428571429,NA,2.44775233228433,0.222389968818724,0.0351604303312077,NA,0.0289033279828199,0.0794815756415033,0.0814848460923357,NA,NA,0.00540342678208461,0.00494199930708277,0.000517065151929525,NA,0.00361291599785249,0.0036127988927956,0.00114767388862445,NA,0,453,45,68,0,8,22,71,0,0,3.87976173270161,3.81610012206719,3.20560670646121,0,3.63273092817038,3.63271477157603,3.29260969183389,0
"129",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","17-29","YYR","04_09_2022","Galian_Khanania",8,0.572901049475262,0.203898050974513,0.254872563718141,0.383808095952024,0.00899550224887556,0.0329835082458771,0,0.0719640179910045,0.00899550224887556,0.0344827586206897,48,9,5.72395833333333,56.6666666666667,34,11.5,0,2.44444444444444,48,1.5,11.1304347826087,3,15.4182293736977,167003.402613358,130347.069983041,62,0.5442,0.469012458261848,0.211196675611344,1,3750.8556363803,3694.0280014828,0.0900621118012422,0.293133195307108,0.142948577738124,0.779890029104507,0.012765367723996,0.0480785494309128,NA,0.0378981364023493,0.0189949236437493,0.00568508371433579,0.0207207305725409,0.000840873986694846,0.00304644542618948,0.000555015987999825,0.000353518745815536,NA,0.00172264256374315,0.000395727575911444,0.000947513952389299,0.00345345509542349,170,256,23,136,0,22,48,6,6,3.250281532031,3.55457687163328,3.21084265681104,3.18304275396435,0,3.37193620337776,3.18886616555658,3.26499429263131,3.61073063899859
"131","17-23","GYR","06_11_2021","Mariah_Merriam",4,0.761654135338346,0.24812030075188,0.0646616541353384,0.651127819548872,0,0.0360902255639098,0,0,0,0,28,10,7.70833333333333,21.5,82.5,0,0,2.4,0,0,30.9285714285714,0,10.03166065562,189664.5,133069.7196648,25,0.1207,0.252343488864317,0.115270735601511,1,3268.15217763226,2106.45212665619,0.0238095238095238,0.70952380952381,0.0409725491836756,0.574024515823497,0,0.053659283263655,NA,0.0296067285692664,NA,NA,NA,0.000952849981015713,0.00132569172245611,NA,0.000325207777355485,NA,0.0012336136903861,NA,NA,NA,43,433,0,165,0,24,0,0,0,3.26573048671413,3.31717021897486,NA,3.17913678401581,0,3.30446651981694,0,0,0
"132","17-6","GYR","02_07_2021","Mariah_Merriam",3,0.847245065789474,0.432565789473684,0,0.542763157894737,0,0.0246710526315789,0,0,0,0,16,6,4.625,0,131.5,0,0,2.5,0,0,41.25,0,21.6639818973297,332813.32640055,150193,17,0.1432,0.247858503038894,0.112979404969871,1,7085.35767321067,3826.77473012969,0.0625,0.770833333333333,NA,1.28601926433441,0,0.181934400904889,NA,0.0160648523812574,NA,NA,NA,NA,0.00389702807374064,NA,0.000691765782908324,NA,0.00107099015875049,NA,NA,NA,0,330,0,263,0,15,0,0,0,0,3.67192892424042,NA,3.22970957018192,0,3.28202989323561,0,0,0
"133","17-15","GPR","03_24_2022","Nate_Maslanka",8,0.498310810810811,0.00900900900900901,0.00900900900900901,0.352852852852853,0,0.145645645645646,0.0135135135135135,0.0810810810810811,0.147147147147147,0.241741741741742,131,40,15.3837648809524,6,6,7.66666666666667,4.5,2.425,10.8,5.15789473684211,5.59523809523809,0,33.1626647157859,65708.1076352052,526173.273129404,47,0.2413,0.191381048550287,0.120343526337265,1,1046.77221718566,11488.9096885345,0.00680272108843537,0.259398496240602,0.0195345542893014,0.921624415960303,0.446572113419287,0.0293773223306922,0.039130312981483,0.173034633270096,0.205754749244045,0.131882103773259,NA,0.0032557590482169,0.00392180602536299,0.0027737398349024,0.00489622038844869,0.00434781255349811,0.00178386219866078,0.00381027313414898,0.00134573575278836,NA,6,235,161,6,9,97,54,98,0,3.58345517435232,3.67534745563258,3.51695259022204,3.80978415725964,3.73412215629762,3.3803824723419,3.65995963440809,3.31993562702637,0
"134",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","17-25","GRY","04_09_2022","Nate_Maslanka",4,0.83452023988006,0.0104947526236882,0,0.134932533733133,0,0.0254872563718141,0,0,0,0.829085457271364,47,16,10.7743055555556,0,7,29.1052631578947,0,1.0625,0,0,8.18181818181818,0,23.7463071888985,288888.751101553,72356.082716119,44,0.2541,0.182921844534966,0.191454363205001,1,3374.41925472667,1569.70428411288,0.0175438596491228,0.413676236044657,NA,0.415848022123704,1.07380537200051,0.033075821663427,NA,0.0664778531476084,NA,NA,NA,NA,0.00462053357915227,0.00194178186618536,0.00472511738048957,NA,0.00391046194985931,NA,NA,NA,0,90,553,7,0,17,0,0,0,0,3.77174856713704,3.40217012247137,3.78617764559488,0,3.67378235134892,0,0,0
"136","17-1","GRY","06_11_2021","Colleen_Furey",5,0.582896706586826,0.413173652694611,0.272455089820359,0.134730538922156,0,0,0,0.142215568862275,0.0374251497005988,0,22,0,8.5625,30.3333333333333,55.2,0,0,0,23.75,25,15,0,5.38919503148509,NA,71960,12,0.1012,0.310819699800212,NA,1,NA,1706.91133204485,0.166666666666667,0.416666666666667,0.0901768591597304,0.149064513054226,0,0.0056389365655256,NA,NA,0.147573808635513,0.00731389044961594,NA,0.000495477248130387,0.00165627236726918,NA,2.04309295852377e-05,NA,NA,0.00155340851195277,0.000292555617984637,NA,182,90,0,276,0,0,95,25,0,3.20262829533372,3.36277932860424,NA,3.13708773825178,0,0,3.34858754536575,3.17463187442795,0
"137","17-5","GRY","02_07_2021","Colleen_Furey",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,608,0,0,0,0,0,0,0,1.95701513443352,NA,18847,20,0.3124,0.242343603058384,NA,1,NA,NA,NA,NA,NA,NA,NA,0.13496335445227,NA,NA,NA,NA,NA,NA,NA,NA,0.00022197920140176,NA,NA,NA,NA,NA,0,0,0,608,0,0,0,0,0,0,0,0,3.16489468148673,0,0,0,0,0
"138","17-10","GRY","24_03_2022","Divya_Murala",5,0.66722972972973,0.612612612612613,0,0.174174174174174,0,0.027027027027027,0.0465465465465465,0,0.13963963963964,0,11,3,0.375,0,136,0,31,6,0,93,38.6666666666667,0,12.6300268961163,281654.960969358,10818.0680855278,56,0.2808,0.676372689939699,0.474129022237161,1,4480.15860676095,NA,0.166666666666667,0.0833333333333333,NA,0.494688207165051,0,0.0851329438296508,0.113739229158275,0.0290087973537494,NA,0.0966815966394422,NA,NA,0.00426455351004354,NA,0.000208659176053066,0.00366900739220243,0.00161159985298608,NA,0.00103958706063916,NA,0,116,0,408,31,18,0,93,0,0,3.72263518360234,NA,3.16305696198945,3.64046967087753,3.35661601071698,0,3.27769731246618,0
"139","17-12","BYP","04_22_2022","Divya_Murala",6,0.667984869325997,0.143053645116919,0.0357634112792297,0.592847317744154,0,0.00687757909215956,0,0,0.191196698762036,0.0302613480055021,24,1,12,13,26,11,0,5,0,27.8,43.1,0,17.6792702694867,142864.768953658,280427.541541871,55,0.199,0.166292814043935,0.24047279039916,1,6453.24206555039,3305.04506224072,0.16,0.26,0.0289197011992353,1.02707010699366,0.100328789564594,0.0321071097573608,NA,0.0053578059880698,NA,0.133638099955923,NA,0.00111229619997059,0.0023829932876883,0.00456039952566337,0.000308722209205392,NA,0.00107156119761396,NA,0.000961425179539013,NA,26,431,22,104,0,5,0,139,0,3.28772875005594,3.4630425915914,3.76345207222402,3.17686232513004,0,3.28210867756414,0,3.2669135782704,0
"140","17-22","YRB","04_09_2022","Divya_Murala",6,0.532421289355322,0.16791604197901,0.0989505247376312,0.292353823088456,0,0.0194902548725637,0,0,0.0749625187406297,0.346326836581709,24,2,20.5625,66,37.3333333333333,28.875,0,6.5,0,16.6666666666667,27.8571428571429,0,11.4344170076191,228967.516441084,1426.03356760567,66,0.3205,0.401672202425535,0.263016056153366,1,3599.90318216729,189.196274941847,0.123809523809524,0.160714285714286,0.0316541250127973,0.387329579548569,0.244941899725055,0.0275266466512802,NA,0.0247604071705191,NA,0.118337291154109,NA,0.000479607954739352,0.00198630553614651,0.00106035454426431,0.000245773630815002,NA,0.00190464670542454,NA,0.00236674582308218,NA,66,195,231,112,0,13,0,50,0,3.20043886182221,3.40831290480368,3.280562532957,3.16817751959811,0,3.39704670812507,0,3.4608009830579,0
"141","17-8","YBB","21_01_2022","Divya_Murala",4,0.807533733133433,0.0539730134932534,0.794602698650675,0,0,0.00599700149925037,0,0,0.145427286356822,0,8,1,2.4375,132.5,36,0,0,4,0,48.5,0,0,12.6789670186999,NA,34317.7597684,53,0.3221,0.420934885805206,NA,1,NA,NA,0.166666666666667,0.166666666666667,0.729348645774549,NA,NA,0.0502753136439984,NA,0.00292857795661121,NA,0.172710104650576,NA,0.00137612952032934,NA,NA,0.00139653649011107,NA,0.000732144489152804,NA,0.00178051654278944,NA,530,0,0,36,0,4,0,97,0,3.32412895382144,0,0,3.32694443541899,0,3.23528048568678,0,3.37992088335352,0
"142","17-11","GWY","03_24_2022","Gailan_khanania",6,0.723200899550225,0.365817091454273,0.499250374812594,0.0494752623688156,0.00149925037481259,0.00599700149925037,0,0,0.0779610194902549,0,23,1,4.38541666666667,166.5,61,0,0,4,0,8.66666666666667,3.66666666666667,1,3.39154589424852,NA,28788.8888725278,48,0.2707,0.704152458187458,NA,1,NA,575.315749584186,0.433333333333333,0.333333333333333,0.0845088006409427,0.0345566539261649,0,0.07449304422039,NA,0.00223093644588941,NA,0.0302826698503064,0,0.000253780182104933,0.00104717133109591,NA,0.000305299361558976,NA,0.000557734111472352,NA,0.000582359035582815,0,333,33,0,244,0,4,0,52,1,3.16928215679108,3.2787436889802,NA,3.17639008624975,0,3.21121766724614,0,3.21461508594258,3.134268951
"143","17-13","YBY","04_22_2022","Gailan_Khanania",6,0.804347826086957,0.0179910044977511,0.826086956521739,0.0944527736131934,0,0.00449775112443778,0,0.0419790104947526,0.0149925037481259,0,19,1,12.125,78.7142857142857,6,0,0,3,28,10,9,0,5.24760795112147,NA,65775.6104460372,24,0.1294,0.663485630300711,NA,1,NA,1680.96798242531,0.0285714285714286,0.314285714285714,0.196174162683971,0.152237969290115,0,0.00388522880053727,NA,0.00245813985210895,0.0210291874245846,0.00275586735490582,NA,0.000356032963128804,0.00241647570301769,NA,0.000323769066711439,NA,0.000819379950702982,0.000751042408020878,0.000275586735490582,NA,551,63,0,12,0,3,28,10,0,3.18338963214634,3.46766204882634,NA,3.17893828990396,0,3.24731607153199,3.23788776855995,3.17229073427318,0
"144",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","17-29","GGG","04_09_2022","Galian_Khanania",9,0.643928035982009,0.0269865067466267,0.0524737631184408,0.467766116941529,0.00299850074962519,0.0134932533733133,0.00749625187406297,0.326836581709145,0.0194902548725637,0.0824587706146927,45,3,15.5805555555556,35,6,9.16666666666667,5,3,43.6,1.85714285714286,17.3333333333333,2,27.5513532086166,277023.818536758,92337.2400332987,62,0.5442,0.34532049737986,0.162635280808764,1,13168.5127280092,1546.88415403082,0.0736111111111111,0.202579365079365,0.0165133529374718,1.52468345865392,0.131265320124172,0.00949398219978513,0.00504336250800622,0.0141522802434993,0.259196909197523,0.00991575059710248,0.00686953805201076,0.000471810083927764,0.0048868059572241,0.00238664218407586,0.000527443455543619,0.00100867250160124,0.00157247558261104,0.00118897664769506,0.00076275004593096,0.00343476902600538,35,312,55,18,5,9,218,13,2,3.19936301557923,3.80848527956502,3.463546017663,3.2070385664165,3.27343213380425,3.35121816554757,3.298308095827,3.23950303233694,3.60815258428788
"146","17-23","GYW","06_11_2021","Mariah_Merriam",5,0.648496240601504,0.153383458646617,0,0.633082706766917,0,0.0827067669172932,0,0,0.123308270676692,0.0075187969924812,48,16,12.1822916666667,0,25.5,2.5,0,3.4375,0,16.4,20.047619047619,0,29.1754790301091,312501.99999215,137806.5,25,0.1207,0.189485087502977,0.115789047247164,1,11261.5730805216,4523.09012909477,0.0550595238095238,0.443005952380952,NA,1.92603242167688,0.00777863096778546,0.0116910509293509,NA,0.0735651725383253,NA,0.0891519727336003,NA,NA,0.00457489886384058,0.00155572619355709,0.000114618146366186,NA,0.00133754859160592,NA,0.00108721917967805,NA,0,421,5,102,0,55,0,82,0,0,3.76545249758121,3.34890730817109,3.15008243459366,0,3.31880607168856,0,3.28426895715625,0
"147","17-6","GRY","02_07_2021","Mariah_Merriam",4,0.698190789473684,0.371710526315789,0.291118421052632,0.291118421052632,0,0.0460526315789474,0,0,0,0,21,7,1.83333333333333,59,113,0,0,4,0,0,19.6666666666667,0,10.4799546710657,207074,92771.5043772371,17,0.1432,0.271742154015781,0.119749004562992,1,2791.07142825838,1594.00112139096,0.222222222222222,0.497354497354497,0.147766315112589,0.424995945696792,0,0.0391699696831054,NA,0.0279663800976985,NA,NA,NA,0.000834837938489201,0.00240110703783498,NA,0.000173318449925245,NA,0.000998799289203519,NA,NA,NA,177,177,0,226,0,28,0,0,0,3.24944875858023,3.46554168531997,NA,3.15818111980802,0,3.27206995960045,0,0,0
"148","17-15","YRG","03_24_2022","Nate_Maslanka",2,0.989864864864865,0.00900900900900901,0.990990990990991,0,0,0,0,0,0,0,2,0,0,660,6,0,0,0,0,0,0,0,1.83642002707662,NA,7152.09016803188,47,0.2413,0.490843803240842,NA,1,NA,NA,1,0,0.138269165958547,NA,NA,0.00079861669263559,NA,NA,NA,NA,NA,0.000209498736300829,NA,NA,0.000133102782105932,NA,NA,NA,NA,NA,660,0,0,6,0,0,0,0,0,3.1631727933183,0,0,3.15263269817122,0,0,0,0,0
"149",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","17-25","GBW","04_09_2022","Nate_Maslanka",7,0.350074962518741,0.0524737631184408,0.221889055472264,0.27736131934033,0,0.103448275862069,0,0.124437781109445,0.131934032983508,0.088455772113943,50,17,3.884375,148,17.5,8.42857142857143,0,4.05882352941176,83,29.3333333333333,9.73684210526316,0,13.5128067474297,283854.538776423,94282.6977061473,44,0.2541,0.308358318506833,0.207498636777507,1,3837.45939063652,1212.8890420574,0.064327485380117,0.347830360214261,0.0174172540632307,0.413440520621124,0.151569799906764,0.0122096054898461,NA,0.171899971866378,0.0254125734116358,0.0880591195110138,NA,0.000117684149075883,0.00223481362497905,0.00256897965943669,0.000348845871138461,NA,0.00249130394009243,0.00030617558327272,0.00100067181262516,NA,148,185,59,35,0,69,83,88,0,3.1505054407675,3.44259873745961,3.48870251134695,3.1823980530214,0,3.47798585126809,3.17651097563886,3.27232830541518,0
